city,lat,lng,date,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
Bou Arfa,32.531,-1.9631,2026-09-18,18.7,18.7,0.4,20,15.1,29.5,3
Bou Arfa,32.531,-1.9631,2026-09-19,19.5,19.5,1.1,50,23.7,52.9,80
Bou Arfa,32.531,-1.9631,2026-09-20,16.7,16.7,0.9,24,15.3,23.8,3
Bou Arfa,32.531,-1.9631,2026-09-21,17.2,17.2,10.5,43,16.7,42.1,95
Bou Arfa,32.531,-1.9631,2026-09-22,16.0,16.0,0.0,15,11.8,18.7,3
Bou Arfa,32.531,-1.9631,2026-09-23,16.7,16.7,0.0,13,15.0,24.1,2
Tahannawt,31.3514,-7.9508,2026-09-17,14.4,14.4,0.0,0,14.5,27.7,3
Tahannawt,31.3514,-7.9508,2026-09-18,14.7,14.7,0.0,0,13.2,25.9,2
Tahannawt,31.3514,-7.9508,2026-09-19,18.3,18.3,0.0,15,12.1,25.6,2
Tahannawt,31.3514,-7.9508,2026-09-20,21.4,21.4,0.3,28,14.0,32.0,3
Tahannawt,31.3514,-7.9508,2026-09-21,21.2,21.2,1.2,13,16.0,43.9,80
Tahannawt,31.3514,-7.9508,2026-09-22,19.3,19.3,0.0,9,15.5,27.7,0
Tahannawt,31.3514,-7.9508,2026-09-23,16.6,16.6,0.0,0,13.9,25.6,2
Arfoud,31.4361,-4.2328,2026-09-17,21.5,21.5,0.1,10,23.7,37.8,3
Arfoud,31.4361,-4.2328,2026-09-18,21.3,21.3,0.0,13,19.8,35.3,3
Arfoud,31.4361,-4.2328,2026-09-19,23.3,23.3,0.0,10,30.6,55.1,3
Arfoud,31.4361,-4.2328,2026-09-20,21.6,21.6,0.6,9,20.3,49.0,80
Arfoud,31.4361,-4.2328,2026-09-21,22.6,22.6,1.8,30,31.7,57.6,61
Arfoud,31.4361,-4.2328,2026-09-22,19.6,19.6,0.0,13,7.0,13.7,3
Arfoud,31.4361,-4.2328,2026-09-23,21.6,21.6,0.0,7,5.6,10.8,2
Tahla,34.05,-4.42,2026-09-17,16.3,16.3,0.0,0,13.5,25.9,3
Tahla,34.05,-4.42,2026-09-18,16.0,16.0,0.0,0,13.7,26.3,2
Tahla,34.05,-4.42,2026-09-19,20.3,20.3,0.0,0,25.2,50.4,2
Tahla,34.05,-4.42,2026-09-20,21.7,21.7,0.0,0,20.0,45.7,2
Tahla,34.05,-4.42,2026-09-21,21.8,21.8,0.0,3,19.7,37.1,2
Tahla,34.05,-4.42,2026-09-22,21.1,21.1,0.0,0,11.8,22.0,1
Tahla,34.05,-4.42,2026-09-23,20.3,20.3,0.0,0,17.3,30.6,0
Missour,33.05,-3.9908,2026-09-17,16.8,16.8,0.0,25,24.9,39.6,3
Missour,33.05,-3.9908,2026-09-18,15.6,15.6,0.0,15,30.3,49.7,3
Missour,33.05,-3.9908,2026-09-19,17.6,17.6,8.8,48,22.7,42.1,81
Missour,33.05,-3.9908,2026-09-20,18.8,18.8,0.3,5,19.2,35.3,3
Missour,33.05,-3.9908,2026-09-21,18.8,18.8,2.1,28,20.7,37.4,80
Missour,33.05,-3.9908,2026-09-22,18.1,18.1,0.0,8,20.1,30.6,3
Missour,33.05,-3.9908,2026-09-23,18.5,18.5,0.0,0,22.6,34.9,3
Sidi Lmokhtar,31.57,-9.01,2026-09-17,17.8,17.8,0.0,0,21.4,35.6,3
Sidi Lmokhtar,31.57,-9.01,2026-09-18,17.1,17.1,0.0,0,19.4,32.4,2
Sidi Lmokhtar,31.57,-9.01,2026-09-19,18.2,18.2,0.0,0,16.4,28.1,2
Sidi Lmokhtar,31.57,-9.01,2026-09-20,22.1,22.1,0.0,0,18.8,31.3,2
Sidi Lmokhtar,31.57,-9.01,2026-09-21,22.2,22.2,0.0,0,20.0,33.1,1
Sidi Lmokhtar,31.57,-9.01,2026-09-22,18.3,18.3,0.0,3,21.0,36.4,0
Sidi Lmokhtar,31.57,-9.01,2026-09-23,17.9,17.9,0.0,3,18.7,36.0,0
Douar Toulal,33.8951,-5.6021,2026-09-17,15.7,15.7,0.0,0,14.3,33.1,45
Douar Toulal,33.8951,-5.6021,2026-09-18,15.9,15.9,0.0,0,14.8,35.6,3
Douar Toulal,33.8951,-5.6021,2026-09-19,18.9,18.9,0.0,3,11.6,27.0,3
Douar Toulal,33.8951,-5.6021,2026-09-20,22.7,22.7,0.0,3,13.4,31.7,2
Douar Toulal,33.8951,-5.6021,2026-09-21,21.2,21.2,0.0,3,14.8,34.2,2
Douar Toulal,33.8951,-5.6021,2026-09-22,19.6,19.6,0.0,0,17.1,32.4,1
Douar Toulal,33.8951,-5.6021,2026-09-23,20.0,20.0,0.0,0,17.9,34.9,1
Oulad Yaïch,32.4167,-6.3333,2026-09-17,17.8,17.8,0.0,0,13.3,23.8,2
Oulad Yaïch,32.4167,-6.3333,2026-09-18,18.6,18.6,0.0,0,9.5,17.3,3
Oulad Yaïch,32.4167,-6.3333,2026-09-19,21.2,21.2,0.0,0,7.6,14.0,3
Oulad Yaïch,32.4167,-6.3333,2026-09-20,24.8,24.8,0.0,2,14.4,29.2,3
Oulad Yaïch,32.4167,-6.3333,2026-09-21,23.6,23.6,0.3,3,13.4,29.2,3
Oulad Yaïch,32.4167,-6.3333,2026-09-22,24.0,24.0,0.0,2,18.3,34.2,2
Oulad Yaïch,32.4167,-6.3333,2026-09-23,24.4,24.4,0.0,3,16.6,31.3,1
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-17,15.0,15.0,0.0,0,12.3,23.0,3
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-18,16.2,16.2,0.0,0,10.7,19.4,3
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-19,19.0,19.0,0.0,0,13.4,24.8,3
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-20,21.6,21.6,0.0,5,14.3,36.0,2
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-21,19.5,19.5,0.6,3,12.0,27.4,3
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-22,19.5,19.5,0.0,0,9.7,19.1,3
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-23,20.2,20.2,0.0,0,11.6,21.2,2
Imi-n-Tanout,31.177,-8.8504,2026-09-17,16.1,16.1,0.0,0,18.9,32.0,45
Imi-n-Tanout,31.177,-8.8504,2026-09-18,15.6,15.6,0.0,0,15.5,28.1,3
Imi-n-Tanout,31.177,-8.8504,2026-09-19,19.9,19.9,0.0,0,16.0,28.4,2
Imi-n-Tanout,31.177,-8.8504,2026-09-20,22.1,22.1,0.6,28,14.1,30.2,3
Imi-n-Tanout,31.177,-8.8504,2026-09-21,23.2,23.2,0.6,13,15.5,30.2,2
Imi-n-Tanout,31.177,-8.8504,2026-09-22,22.3,22.3,0.0,2,18.4,36.4,1
Imi-n-Tanout,31.177,-8.8504,2026-09-23,20.8,20.8,0.0,0,16.0,28.8,1
Sebt Gzoula,32.1219,-9.0889,2026-09-17,18.2,18.2,0.0,0,18.5,34.9,2
Sebt Gzoula,32.1219,-9.0889,2026-09-18,17.8,17.8,0.0,0,18.4,35.3,1
Sebt Gzoula,32.1219,-9.0889,2026-09-19,18.1,18.1,0.0,0,16.1,31.0,2
Sebt Gzoula,32.1219,-9.0889,2026-09-20,20.3,20.3,0.0,0,15.5,31.0,2
Sebt Gzoula,32.1219,-9.0889,2026-09-21,21.1,21.1,0.0,0,15.0,28.8,1
Sebt Gzoula,32.1219,-9.0889,2026-09-22,18.1,18.1,0.0,0,14.0,26.6,45
Sebt Gzoula,32.1219,-9.0889,2026-09-23,18.9,18.9,0.0,0,16.2,30.6,45
Tifariti,26.158,-10.567,2026-09-17,17.8,17.8,0.0,0,37.4,55.4,2
Tifariti,26.158,-10.567,2026-09-18,16.2,16.2,0.0,0,35.4,54.4,3
Tifariti,26.158,-10.567,2026-09-19,16.7,16.7,0.0,0,25.3,38.5,3
Tifariti,26.158,-10.567,2026-09-20,18.0,18.0,0.0,0,17.2,29.2,0
Tifariti,26.158,-10.567,2026-09-21,24.8,24.8,0.0,9,22.7,40.7,0
Tifariti,26.158,-10.567,2026-09-22,25.8,25.8,0.0,7,17.8,33.1,1
Tifariti,26.158,-10.567,2026-09-23,24.3,24.3,0.0,6,26.3,47.2,3
