city,lat,lng,date,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
Beni Yakhlef,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2
Beni Yakhlef,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3
Beni Yakhlef,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2
Beni Yakhlef,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45
Beni Yakhlef,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1
Sidi Yahya Zaer,33.875,-5.5625,2026-09-14,23.1,23.1,0.0,0,16.6,41.8,2
Sidi Yahya Zaer,33.875,-5.5625,2026-09-15,21.1,21.1,0.0,0,16.1,41.0,3
Sidi Yahya Zaer,33.875,-5.5625,2026-09-16,18.9,18.9,0.0,0,16.8,42.1,1
Sidi Yahya Zaer,33.875,-5.5625,2026-09-17,17.4,17.4,0.0,3,12.8,33.8,3
Sidi Yahya Zaer,33.875,-5.5625,2026-09-18,15.6,15.6,0.0,5,11.9,31.3,2
Sidi Yahya Zaer,33.875,-5.5625,2026-09-19,19.0,19.0,0.6,5,7.8,28.1,80
Sidi Yahya Zaer,33.875,-5.5625,2026-09-20,22.0,22.0,0.0,5,15.5,36.4,2
Ben Guerir,33.875,-5.5625,2026-09-14,23.1,23.1,0.0,0,16.6,41.8,2
Ben Guerir,33.875,-5.5625,2026-09-15,21.1,21.1,0.0,0,16.1,41.0,3
Ben Guerir,33.875,-5.5625,2026-09-16,18.9,18.9,0.0,0,16.8,42.1,1
Ben Guerir,33.875,-5.5625,2026-09-17,17.4,17.4,0.0,3,12.8,33.8,3
Ben Guerir,33.875,-5.5625,2026-09-18,15.6,15.6,0.0,5,11.9,31.3,2
Ben Guerir,33.875,-5.5625,2026-09-19,19.0,19.0,0.6,5,7.8,28.1,80
Ben Guerir,33.875,-5.5625,2026-09-20,22.0,22.0,0.0,5,15.5,36.4,2
Ait Ali,33.875,-5.5625,2026-09-14,23.1,23.1,0.0,0,16.6,41.8,2
Ait Ali,33.875,-5.5625,2026-09-15,21.1,21.1,0.0,0,16.1,41.0,3
Ait Ali,33.875,-5.5625,2026-09-16,18.9,18.9,0.0,0,16.8,42.1,1
Ait Ali,33.875,-5.5625,2026-09-17,17.4,17.4,0.0,3,12.8,33.8,3
Ait Ali,33.875,-5.5625,2026-09-18,15.6,15.6,0.0,5,11.9,31.3,2
Ait Ali,33.875,-5.5625,2026-09-19,19.0,19.0,0.6,5,7.8,28.1,80
Ait Ali,33.875,-5.5625,2026-09-20,22.0,22.0,0.0,5,15.5,36.4,2
My Drarga,33.875,-5.5625,2026-09-14,23.1,23.1,0.0,0,16.6,41.8,2
My Drarga,33.875,-5.5625,2026-09-15,21.1,21.1,0.0,0,16.1,41.0,3
My Drarga,33.875,-5.5625,2026-09-16,18.9,18.9,0.0,0,16.8,42.1,1
My Drarga,33.875,-5.5625,2026-09-17,17.4,17.4,0.0,3,12.8,33.8,3
My Drarga,33.875,-5.5625,2026-09-18,15.6,15.6,0.0,5,11.9,31.3,2
My Drarga,33.875,-5.5625,2026-09-19,19.0,19.0,0.6,5,7.8,28.1,80
My Drarga,33.875,-5.5625,2026-09-20,22.0,22.0,0.0,5,15.5,36.4,2
Lqoliaa,33.875,-5.5625,2026-09-14,23.1,23.1,0.0,0,16.6,41.8,2
Lqoliaa,33.875,-5.5625,2026-09-15,21.1,21.1,0.0,0,16.1,41.0,3
Lqoliaa,33.875,-5.5625,2026-09-16,18.9,18.9,0.0,0,16.8,42.1,1
Lqoliaa,33.875,-5.5625,2026-09-17,17.4,17.4,0.0,3,12.8,33.8,3
Lqoliaa,33.875,-5.5625,2026-09-18,15.6,15.6,0.0,5,11.9,31.3,2
Lqoliaa,33.875,-5.5625,2026-09-19,19.0,19.0,0.6,5,7.8,28.1,80
Lqoliaa,33.875,-5.5625,2026-09-20,22.0,22.0,0.0,5,15.5,36.4,2
El Kelaa des Srarhna,33.875,-5.5625,2026-09-14,23.1,23.1,0.0,0,16.6,41.8,2
El Kelaa des Srarhna,33.875,-5.5625,2026-09-15,21.1,21.1,0.0,0,16.1,41.0,3
El Kelaa des Srarhna,33.875,-5.5625,2026-09-16,18.9,18.9,0.0,0,16.8,42.1,1
El Kelaa des Srarhna,33.875,-5.5625,2026-09-17,17.4,17.4,0.0,3,12.8,33.8,3
El Kelaa des Srarhna,33.875,-5.5625,2026-09-18,15.6,15.6,0.0,5,11.9,31.3,2
El Kelaa des Srarhna,33.875,-5.5625,2026-09-19,19.0,19.0,0.6,5,7.8,28.1,80
El Kelaa des Srarhna,33.875,-5.5625,2026-09-20,22.0,22.0,0.0,5,15.5,36.4,2
Moulay Abdallah,33.875,-5.5625,2026-09-14,23.1,23.1,0.0,0,16.6,41.8,2
Moulay Abdallah,33.875,-5.5625,2026-09-15,21.1,21.1,0.0,0,16.1,41.0,3
Moulay Abdallah,33.875,-5.5625,2026-09-16,18.9,18.9,0.0,0,16.8,42.1,1
Moulay Abdallah,33.875,-5.5625,2026-09-17,17.4,17.4,0.0,3,12.8,33.8,3
Moulay Abdallah,33.875,-5.5625,2026-09-18,15.6,15.6,0.0,5,11.9,31.3,2
Moulay Abdallah,33.875,-5.5625,2026-09-19,19.0,19.0,0.6,5,7.8,28.1,80
Moulay Abdallah,33.875,-5.5625,2026-09-20,22.0,22.0,0.0,5,15.5,36.4,2
Tiflet,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0
Tiflet,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45
Tiflet,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2
Tiflet,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3
Tiflet,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2
Tiflet,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45
Tiflet,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1
Tiflet,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0
Tiflet,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45
Tiflet,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2
Tiflet,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3
Tiflet,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2
Tiflet,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45
Tiflet,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1
Oulad Teïma,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0
Oulad Teïma,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45
Oulad Teïma,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2
Oulad Teïma,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3
Oulad Teïma,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2
Oulad Teïma,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45
Oulad Teïma,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1
Oulad Teïma,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0
Oulad Teïma,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45
Oulad Teïma,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2
Oulad Teïma,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3
Oulad Teïma,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2
Oulad Teïma,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45
Oulad Teïma,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1
Berkane,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0
Berkane,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45
Berkane,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2
Berkane,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3
Berkane,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2
Berkane,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45
Berkane,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1
Berkane,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0
Berkane,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45
Berkane,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2
Berkane,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3
Berkane,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2
Berkane,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45
Berkane,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1
Ain El Aouda,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0
Ain El Aouda,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45
Ain El Aouda,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2
Ain El Aouda,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3
Ain El Aouda,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2
Ain El Aouda,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45
Ain El Aouda,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1
Ain El Aouda,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0
Ain El Aouda,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45
Ain El Aouda,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2
Ain El Aouda,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3
Ain El Aouda,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2
Ain El Aouda,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45
Ain El Aouda,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1
Errachidia,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0
Errachidia,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45
Errachidia,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2
Errachidia,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3
Errachidia,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2
Errachidia,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45
Errachidia,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1
Errachidia,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0
Errachidia,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45
Errachidia,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2
Errachidia,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3
Errachidia,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2
Errachidia,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45
Errachidia,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1
Ad Darwa,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0
Ad Darwa,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45
Ad Darwa,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2
Ad Darwa,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3
Ad Darwa,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2
Ad Darwa,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45
Ad Darwa,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1
Ad Darwa,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0
Ad Darwa,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45
Ad Darwa,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2
Ad Darwa,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3
Ad Darwa,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2
Ad Darwa,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45
Ad Darwa,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1
Martil,30.4375,-9.5625,2026-09-14,28.6,28.6,0.0,5,17.5,42.8,3
Martil,30.4375,-9.5625,2026-09-15,26.5,26.5,0.0,0,11.2,31.0,2
Martil,30.4375,-9.5625,2026-09-16,23.8,23.8,0.0,0,16.3,47.9,0
Martil,30.4375,-9.5625,2026-09-17,20.3,20.3,0.0,2,13.8,36.0,2
Martil,30.4375,-9.5625,2026-09-18,19.7,19.7,0.0,5,13.5,36.7,2
Martil,30.4375,-9.5625,2026-09-19,20.2,20.2,0.0,3,16.3,40.0,3
Martil,30.4375,-9.5625,2026-09-20,25.2,25.2,0.0,0,16.9,38.5,1
Sidi Slimane,30.4375,-9.5625,2026-09-14,28.6,28.6,0.0,5,17.5,42.8,3
Sidi Slimane,30.4375,-9.5625,2026-09-15,26.5,26.5,0.0,0,11.2,31.0,2
Sidi Slimane,30.4375,-9.5625,2026-09-16,23.8,23.8,0.0,0,16.3,47.9,0
Sidi Slimane,30.4375,-9.5625,2026-09-17,20.3,20.3,0.0,2,13.8,36.0,2
Sidi Slimane,30.4375,-9.5625,2026-09-18,19.7,19.7,0.0,5,13.5,36.7,2
Sidi Slimane,30.4375,-9.5625,2026-09-19,20.2,20.2,0.0,3,16.3,40.0,3
Sidi Slimane,30.4375,-9.5625,2026-09-20,25.2,25.2,0.0,0,16.9,38.5,1
Oued Zem,30.4375,-9.5625,2026-09-14,28.6,28.6,0.0,5,17.5,42.8,3
Oued Zem,30.4375,-9.5625,2026-09-15,26.5,26.5,0.0,0,11.2,31.0,2
Oued Zem,30.4375,-9.5625,2026-09-16,23.8,23.8,0.0,0,16.3,47.9,0
Oued Zem,30.4375,-9.5625,2026-09-17,20.3,20.3,0.0,2,13.8,36.0,2
Oued Zem,30.4375,-9.5625,2026-09-18,19.7,19.7,0.0,5,13.5,36.7,2
Oued Zem,30.4375,-9.5625,2026-09-19,20.2,20.2,0.0,3,16.3,40.0,3
Oued Zem,30.4375,-9.5625,2026-09-20,25.2,25.2,0.0,0,16.9,38.5,1
Sefrou,30.4375,-9.5625,2026-09-14,28.6,28.6,0.0,5,17.5,42.8,3
Sefrou,30.4375,-9.5625,2026-09-15,26.5,26.5,0.0,0,11.2,31.0,2
Sefrou,30.4375,-9.5625,2026-09-16,23.8,23.8,0.0,0,16.3,47.9,0
Sefrou,30.4375,-9.5625,2026-09-17,20.3,20.3,0.0,2,13.8,36.0,2
Sefrou,30.4375,-9.5625,2026-09-18,19.7,19.7,0.0,5,13.5,36.7,2
Sefrou,30.4375,-9.5625,2026-09-19,20.2,20.2,0.0,3,16.3,40.0,3
Sefrou,30.4375,-9.5625,2026-09-20,25.2,25.2,0.0,0,16.9,38.5,1
Taroudannt,30.4375,-9.5625,2026-09-14,28.6,28.6,0.0,5,17.5,42.8,3
Taroudannt,30.4375,-9.5625,2026-09-15,26.5,26.5,0.0,0,11.2,31.0,2
Taroudannt,30.4375,-9.5625,2026-09-16,23.8,23.8,0.0,0,16.3,47.9,0
Taroudannt,30.4375,-9.5625,2026-09-17,20.3,20.3,0.0,2,13.8,36.0,2
Taroudannt,30.4375,-9.5625,2026-09-18,19.7,19.7,0.0,5,13.5,36.7,2
Taroudannt,30.4375,-9.5625,2026-09-19,20.2,20.2,0.0,3,16.3,40.0,3
Taroudannt,30.4375,-9.5625,2026-09-20,25.2,25.2,0.0,0,16.9,38.5,1
Essaouira,30.4375,-9.5625,2026-09-14,28.6,28.6,0.0,5,17.5,42.8,3
Essaouira,30.4375,-9.5625,2026-09-15,26.5,26.5,0.0,0,11.2,31.0,2
Essaouira,30.4375,-9.5625,2026-09-16,23.8,23.8,0.0,0,16.3,47.9,0
Essaouira,30.4375,-9.5625,2026-09-17,20.3,20.3,0.0,2,13.8,36.0,2
Essaouira,30.4375,-9.5625,2026-09-18,19.7,19.7,0.0,5,13.5,36.7,2
Essaouira,30.4375,-9.5625,2026-09-19,20.2,20.2,0.0,3,16.3,40.0,3
Essaouira,30.4375,-9.5625,2026-09-20,25.2,25.2,0.0,0,16.9,38.5,1
Azrou,30.4375,-9.5625,2026-09-14,28.6,28.6,0.0,5,17.5,42.8,3
Azrou,30.4375,-9.5625,2026-09-15,26.5,26.5,0.0,0,11.2,31.0,2
Azrou,30.4375,-9.5625,2026-09-16,23.8,23.8,0.0,0,16.3,47.9,0
Azrou,30.4375,-9.5625,2026-09-17,20.3,20.3,0.0,2,13.8,36.0,2
Azrou,30.4375,-9.5625,2026-09-18,19.7,19.7,0.0,5,13.5,36.7,2
Azrou,30.4375,-9.5625,2026-09-19,20.2,20.2,0.0,3,16.3,40.0,3
Azrou,30.4375,-9.5625,2026-09-20,25.2,25.2,0.0,0,16.9,38.5,1
Guercif,34.25,-6.5625,2026-09-14,22.7,22.7,0.0,0,12.2,31.0,0
Guercif,34.25,-6.5625,2026-09-15,21.0,21.0,0.0,0,14.0,34.2,45
Guercif,34.25,-6.5625,2026-09-16,20.7,20.7,0.0,0,16.5,40.0,2
Guercif,34.25,-6.5625,2026-09-17,18.3,18.3,0.0,2,12.3,33.1,3
Guercif,34.25,-6.5625,2026-09-18,17.2,17.2,0.0,3,15.5,38.9,45
Guercif,34.25,-6.5625,2026-09-19,17.0,17.0,0.0,0,13.7,32.4,3
Guercif,34.25,-6.5625,2026-09-20,19.9,19.9,0.0,0,16.1,36.0,0
Warzat,34.25,-6.5625,2026-09-14,22.7,22.7,0.0,0,12.2,31.0,0
Warzat,34.25,-6.5625,2026-09-15,21.0,21.0,0.0,0,14.0,34.2,45
Warzat,34.25,-6.5625,2026-09-16,20.7,20.7,0.0,0,16.5,40.0,2
Warzat,34.25,-6.5625,2026-09-17,18.3,18.3,0.0,2,12.3,33.1,3
Warzat,34.25,-6.5625,2026-09-18,17.2,17.2,0.0,3,15.5,38.9,45
Warzat,34.25,-6.5625,2026-09-19,17.0,17.0,0.0,0,13.7,32.4,3
Warzat,34.25,-6.5625,2026-09-20,19.9,19.9,0.0,0,16.1,36.0,0
Fnidq,34.25,-6.5625,2026-09-14,22.7,22.7,0.0,0,12.2,31.0,0
Fnidq,34.25,-6.5625,2026-09-15,21.0,21.0,0.0,0,14.0,34.2,45
Fnidq,34.25,-6.5625,2026-09-16,20.7,20.7,0.0,0,16.5,40.0,2
Fnidq,34.25,-6.5625,2026-09-17,18.3,18.3,0.0,2,12.3,33.1,3
Fnidq,34.25,-6.5625,2026-09-18,17.2,17.2,0.0,3,15.5,38.9,45
Fnidq,34.25,-6.5625,2026-09-19,17.0,17.0,0.0,0,13.7,32.4,3
Fnidq,34.25,-6.5625,2026-09-20,19.9,19.9,0.0,0,16.1,36.0,0
Tan-Tan,34.25,-6.5625,2026-09-14,22.7,22.7,0.0,0,12.2,31.0,0
Tan-Tan,34.25,-6.5625,2026-09-15,21.0,21.0,0.0,0,14.0,34.2,45
Tan-Tan,34.25,-6.5625,2026-09-16,20.7,20.7,0.0,0,16.5,40.0,2
Tan-Tan,34.25,-6.5625,2026-09-17,18.3,18.3,0.0,2,12.3,33.1,3
Tan-Tan,34.25,-6.5625,2026-09-18,17.2,17.2,0.0,3,15.5,38.9,45
Tan-Tan,34.25,-6.5625,2026-09-19,17.0,17.0,0.0,0,13.7,32.4,3
Tan-Tan,34.25,-6.5625,2026-09-20,19.9,19.9,0.0,0,16.1,36.0,0
Sidi Qacem,34.25,-6.5625,2026-09-14,22.7,22.7,0.0,0,12.2,31.0,0
Sidi Qacem,34.25,-6.5625,2026-09-15,21.0,21.0,0.0,0,14.0,34.2,45
Sidi Qacem,34.25,-6.5625,2026-09-16,20.7,20.7,0.0,0,16.5,40.0,2
Sidi Qacem,34.25,-6.5625,2026-09-17,18.3,18.3,0.0,2,12.3,33.1,3
Sidi Qacem,34.25,-6.5625,2026-09-18,17.2,17.2,0.0,3,15.5,38.9,45
Sidi Qacem,34.25,-6.5625,2026-09-19,17.0,17.0,0.0,0,13.7,32.4,3
Sidi Qacem,34.25,-6.5625,2026-09-20,19.9,19.9,0.0,0,16.1,36.0,0
M’diq,34.25,-6.5625,2026-09-14,22.7,22.7,0.0,0,12.2,31.0,0
M’diq,34.25,-6.5625,2026-09-15,21.0,21.0,0.0,0,14.0,34.2,45
M’diq,34.25,-6.5625,2026-09-16,20.7,20.7,0.0,0,16.5,40.0,2
M’diq,34.25,-6.5625,2026-09-17,18.3,18.3,0.0,2,12.3,33.1,3
M’diq,34.25,-6.5625,2026-09-18,17.2,17.2,0.0,3,15.5,38.9,45
M’diq,34.25,-6.5625,2026-09-19,17.0,17.0,0.0,0,13.7,32.4,3
M’diq,34.25,-6.5625,2026-09-20,19.9,19.9,0.0,0,16.1,36.0,0
Youssoufia,34.25,-6.5625,2026-09-14,22.7,22.7,0.0,0,12.2,31.0,0
Youssoufia,34.25,-6.5625,2026-09-15,21.0,21.0,0.0,0,14.0,34.2,45
Youssoufia,34.25,-6.5625,2026-09-16,20.7,20.7,0.0,0,16.5,40.0,2
Youssoufia,34.25,-6.5625,2026-09-17,18.3,18.3,0.0,2,12.3,33.1,3
Youssoufia,34.25,-6.5625,2026-09-18,17.2,17.2,0.0,3,15.5,38.9,45
Youssoufia,34.25,-6.5625,2026-09-19,17.0,17.0,0.0,0,13.7,32.4,3
Youssoufia,34.25,-6.5625,2026-09-20,19.9,19.9,0.0,0,16.1,36.0,0
Midalt,34.6875,-1.9375,2026-09-14,17.5,17.5,0.0,0,17.0,36.0,1
Midalt,34.6875,-1.9375,2026-09-15,16.4,16.4,0.0,0,17.2,36.4,3
Midalt,34.6875,-1.9375,2026-09-16,14.9,14.9,0.0,0,19.2,40.3,0
Midalt,34.6875,-1.9375,2026-09-17,16.8,16.8,0.0,13,16.7,40.0,3
Midalt,34.6875,-1.9375,2026-09-18,16.3,16.3,0.0,33,19.3,42.1,45
Midalt,34.6875,-1.9375,2026-09-19,17.4,17.4,0.0,7,18.8,33.8,45
Midalt,34.6875,-1.9375,2026-09-20,19.2,19.2,0.0,8,20.9,37.4,2
Aïn Harrouda,34.6875,-1.9375,2026-09-14,17.5,17.5,0.0,0,17.0,36.0,1
Aïn Harrouda,34.6875,-1.9375,2026-09-15,16.4,16.4,0.0,0,17.2,36.4,3
Aïn Harrouda,34.6875,-1.9375,2026-09-16,14.9,14.9,0.0,0,19.2,40.3,0
Aïn Harrouda,34.6875,-1.9375,2026-09-17,16.8,16.8,0.0,13,16.7,40.0,3
Aïn Harrouda,34.6875,-1.9375,2026-09-18,16.3,16.3,0.0,33,19.3,42.1,45
Aïn Harrouda,34.6875,-1.9375,2026-09-19,17.4,17.4,0.0,7,18.8,33.8,45
Aïn Harrouda,34.6875,-1.9375,2026-09-20,19.2,19.2,0.0,8,20.9,37.4,2
Souq Sebt Oulad Nemma,34.6875,-1.9375,2026-09-14,17.5,17.5,0.0,0,17.0,36.0,1
Souq Sebt Oulad Nemma,34.6875,-1.9375,2026-09-15,16.4,16.4,0.0,0,17.2,36.4,3
Souq Sebt Oulad Nemma,34.6875,-1.9375,2026-09-16,14.9,14.9,0.0,0,19.2,40.3,0
Souq Sebt Oulad Nemma,34.6875,-1.9375,2026-09-17,16.8,16.8,0.0,13,16.7,40.0,3
Souq Sebt Oulad Nemma,34.6875,-1.9375,2026-09-18,16.3,16.3,0.0,33,19.3,42.1,45
Souq Sebt Oulad Nemma,34.6875,-1.9375,2026-09-19,17.4,17.4,0.0,7,18.8,33.8,45
Souq Sebt Oulad Nemma,34.6875,-1.9375,2026-09-20,19.2,19.2,0.0,8,20.9,37.4,2
Mehdya,34.6875,-1.9375,2026-09-14,17.5,17.5,0.0,0,17.0,36.0,1
Mehdya,34.6875,-1.9375,2026-09-15,16.4,16.4,0.0,0,17.2,36.4,3
Mehdya,34.6875,-1.9375,2026-09-16,14.9,14.9,0.0,0,19.2,40.3,0
Mehdya,34.6875,-1.9375,2026-09-17,16.8,16.8,0.0,13,16.7,40.0,3
Mehdya,34.6875,-1.9375,2026-09-18,16.3,16.3,0.0,33,19.3,42.1,45
Mehdya,34.6875,-1.9375,2026-09-19,17.4,17.4,0.0,7,18.8,33.8,45
Mehdya,34.6875,-1.9375,2026-09-20,19.2,19.2,0.0,8,20.9,37.4,2
Ouezzane,34.6875,-1.9375,2026-09-14,17.5,17.5,0.0,0,17.0,36.0,1
Ouezzane,34.6875,-1.9375,2026-09-15,16.4,16.4,0.0,0,17.2,36.4,3
Ouezzane,34.6875,-1.9375,2026-09-16,14.9,14.9,0.0,0,19.2,40.3,0
Ouezzane,34.6875,-1.9375,2026-09-17,16.8,16.8,0.0,13,16.7,40.0,3
Ouezzane,34.6875,-1.9375,2026-09-18,16.3,16.3,0.0,33,19.3,42.1,45
