city,lat,lng,date,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code,temperature_category
Khénifra,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Khénifra,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1,Normale
Skhirate,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0,Normale
Skhirate,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Skhirate,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2,Normale
Skhirate,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3,Fraîche
Skhirate,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2,Fraîche
Skhirate,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Skhirate,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1,Normale
Skhirate,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0,Normale
Skhirate,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Skhirate,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2,Normale
Skhirate,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3,Fraîche
Skhirate,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2,Fraîche
Skhirate,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Skhirate,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1,Normale
Beni Yakhlef,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0,Normale
Beni Yakhlef,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Beni Yakhlef,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2,Normale
Beni Yakhlef,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3,Fraîche
Beni Yakhlef,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2,Fraîche
Beni Yakhlef,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Beni Yakhlef,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1,Normale
Beni Yakhlef,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0,Normale
Beni Yakhlef,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Beni Yakhlef,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2,Normale
Beni Yakhlef,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3,Fraîche
Beni Yakhlef,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2,Fraîche
Beni Yakhlef,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Beni Yakhlef,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1,Normale
Sidi Yahya Zaer,33.875,-5.5625,2026-09-14,23.1,23.1,0.0,0,16.6,41.8,2,Normale
Sidi Yahya Zaer,33.875,-5.5625,2026-09-15,21.1,21.1,0.0,0,16.1,41.0,3,Normale
Sidi Yahya Zaer,33.875,-5.5625,2026-09-16,18.9,18.9,0.0,0,16.8,42.1,1,Fraîche
Sidi Yahya Zaer,33.875,-5.5625,2026-09-17,17.4,17.4,0.0,3,12.8,33.8,3,Fraîche
Sidi Yahya Zaer,33.875,-5.5625,2026-09-18,15.6,15.6,0.0,5,11.9,31.3,2,Fraîche
Sidi Yahya Zaer,33.875,-5.5625,2026-09-19,19.0,19.0,0.6,5,7.8,28.1,80,Fraîche
Sidi Yahya Zaer,33.875,-5.5625,2026-09-20,22.0,22.0,0.0,5,15.5,36.4,2,Normale
Ben Guerir,33.875,-5.5625,2026-09-14,23.1,23.1,0.0,0,16.6,41.8,2,Normale
Ben Guerir,33.875,-5.5625,2026-09-15,21.1,21.1,0.0,0,16.1,41.0,3,Normale
Ben Guerir,33.875,-5.5625,2026-09-16,18.9,18.9,0.0,0,16.8,42.1,1,Fraîche
Ben Guerir,33.875,-5.5625,2026-09-17,17.4,17.4,0.0,3,12.8,33.8,3,Fraîche
Ben Guerir,33.875,-5.5625,2026-09-18,15.6,15.6,0.0,5,11.9,31.3,2,Fraîche
Ben Guerir,33.875,-5.5625,2026-09-19,19.0,19.0,0.6,5,7.8,28.1,80,Fraîche
Ben Guerir,33.875,-5.5625,2026-09-20,22.0,22.0,0.0,5,15.5,36.4,2,Normale
Ait Ali,33.875,-5.5625,2026-09-14,23.1,23.1,0.0,0,16.6,41.8,2,Normale
Ait Ali,33.875,-5.5625,2026-09-15,21.1,21.1,0.0,0,16.1,41.0,3,Normale
Ait Ali,33.875,-5.5625,2026-09-16,18.9,18.9,0.0,0,16.8,42.1,1,Fraîche
Ait Ali,33.875,-5.5625,2026-09-17,17.4,17.4,0.0,3,12.8,33.8,3,Fraîche
Ait Ali,33.875,-5.5625,2026-09-18,15.6,15.6,0.0,5,11.9,31.3,2,Fraîche
Ait Ali,33.875,-5.5625,2026-09-19,19.0,19.0,0.6,5,7.8,28.1,80,Fraîche
Ait Ali,33.875,-5.5625,2026-09-20,22.0,22.0,0.0,5,15.5,36.4,2,Normale
My Drarga,33.875,-5.5625,2026-09-14,23.1,23.1,0.0,0,16.6,41.8,2,Normale
My Drarga,33.875,-5.5625,2026-09-15,21.1,21.1,0.0,0,16.1,41.0,3,Normale
My Drarga,33.875,-5.5625,2026-09-16,18.9,18.9,0.0,0,16.8,42.1,1,Fraîche
My Drarga,33.875,-5.5625,2026-09-17,17.4,17.4,0.0,3,12.8,33.8,3,Fraîche
My Drarga,33.875,-5.5625,2026-09-18,15.6,15.6,0.0,5,11.9,31.3,2,Fraîche
My Drarga,33.875,-5.5625,2026-09-19,19.0,19.0,0.6,5,7.8,28.1,80,Fraîche
My Drarga,33.875,-5.5625,2026-09-20,22.0,22.0,0.0,5,15.5,36.4,2,Normale
Lqoliaa,33.875,-5.5625,2026-09-14,23.1,23.1,0.0,0,16.6,41.8,2,Normale
Lqoliaa,33.875,-5.5625,2026-09-15,21.1,21.1,0.0,0,16.1,41.0,3,Normale
Lqoliaa,33.875,-5.5625,2026-09-16,18.9,18.9,0.0,0,16.8,42.1,1,Fraîche
Lqoliaa,33.875,-5.5625,2026-09-17,17.4,17.4,0.0,3,12.8,33.8,3,Fraîche
Lqoliaa,33.875,-5.5625,2026-09-18,15.6,15.6,0.0,5,11.9,31.3,2,Fraîche
Lqoliaa,33.875,-5.5625,2026-09-19,19.0,19.0,0.6,5,7.8,28.1,80,Fraîche
Lqoliaa,33.875,-5.5625,2026-09-20,22.0,22.0,0.0,5,15.5,36.4,2,Normale
El Kelaa des Srarhna,33.875,-5.5625,2026-09-14,23.1,23.1,0.0,0,16.6,41.8,2,Normale
El Kelaa des Srarhna,33.875,-5.5625,2026-09-15,21.1,21.1,0.0,0,16.1,41.0,3,Normale
El Kelaa des Srarhna,33.875,-5.5625,2026-09-16,18.9,18.9,0.0,0,16.8,42.1,1,Fraîche
El Kelaa des Srarhna,33.875,-5.5625,2026-09-17,17.4,17.4,0.0,3,12.8,33.8,3,Fraîche
El Kelaa des Srarhna,33.875,-5.5625,2026-09-18,15.6,15.6,0.0,5,11.9,31.3,2,Fraîche
El Kelaa des Srarhna,33.875,-5.5625,2026-09-19,19.0,19.0,0.6,5,7.8,28.1,80,Fraîche
El Kelaa des Srarhna,33.875,-5.5625,2026-09-20,22.0,22.0,0.0,5,15.5,36.4,2,Normale
Moulay Abdallah,33.875,-5.5625,2026-09-14,23.1,23.1,0.0,0,16.6,41.8,2,Normale
Moulay Abdallah,33.875,-5.5625,2026-09-15,21.1,21.1,0.0,0,16.1,41.0,3,Normale
Moulay Abdallah,33.875,-5.5625,2026-09-16,18.9,18.9,0.0,0,16.8,42.1,1,Fraîche
Moulay Abdallah,33.875,-5.5625,2026-09-17,17.4,17.4,0.0,3,12.8,33.8,3,Fraîche
Moulay Abdallah,33.875,-5.5625,2026-09-18,15.6,15.6,0.0,5,11.9,31.3,2,Fraîche
Moulay Abdallah,33.875,-5.5625,2026-09-19,19.0,19.0,0.6,5,7.8,28.1,80,Fraîche
Moulay Abdallah,33.875,-5.5625,2026-09-20,22.0,22.0,0.0,5,15.5,36.4,2,Normale
Tiflet,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0,Normale
Tiflet,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Tiflet,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2,Normale
Tiflet,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3,Fraîche
Tiflet,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2,Fraîche
Tiflet,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Tiflet,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1,Normale
Tiflet,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0,Normale
Tiflet,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Tiflet,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2,Normale
Tiflet,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3,Fraîche
Tiflet,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2,Fraîche
Tiflet,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Tiflet,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1,Normale
Oulad Teïma,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0,Normale
Oulad Teïma,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Oulad Teïma,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2,Normale
Oulad Teïma,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3,Fraîche
Oulad Teïma,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2,Fraîche
Oulad Teïma,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Oulad Teïma,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1,Normale
Oulad Teïma,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0,Normale
Oulad Teïma,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Oulad Teïma,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2,Normale
Oulad Teïma,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3,Fraîche
Oulad Teïma,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2,Fraîche
Oulad Teïma,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Oulad Teïma,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1,Normale
Berkane,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0,Normale
Berkane,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Berkane,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2,Normale
Berkane,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3,Fraîche
Berkane,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2,Fraîche
Berkane,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Berkane,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1,Normale
Berkane,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0,Normale
Berkane,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Berkane,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2,Normale
Berkane,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3,Fraîche
Berkane,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2,Fraîche
Berkane,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Berkane,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1,Normale
Ain El Aouda,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0,Normale
Ain El Aouda,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Ain El Aouda,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2,Normale
Ain El Aouda,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3,Fraîche
Ain El Aouda,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2,Fraîche
Ain El Aouda,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Ain El Aouda,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1,Normale
Ain El Aouda,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0,Normale
Ain El Aouda,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Ain El Aouda,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2,Normale
Ain El Aouda,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3,Fraîche
Ain El Aouda,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2,Fraîche
Ain El Aouda,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Ain El Aouda,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1,Normale
Errachidia,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0,Normale
Errachidia,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Errachidia,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2,Normale
Errachidia,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3,Fraîche
Errachidia,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2,Fraîche
Errachidia,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Errachidia,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1,Normale
Errachidia,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0,Normale
Errachidia,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Errachidia,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2,Normale
Errachidia,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3,Fraîche
Errachidia,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2,Fraîche
Errachidia,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Errachidia,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1,Normale
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0,Normale
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2,Normale
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3,Fraîche
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2,Fraîche
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1,Normale
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0,Normale
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2,Normale
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3,Fraîche
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2,Fraîche
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Al Fqih Ben Çalah,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1,Normale
Ad Darwa,34.0,-6.8125,2026-09-14,23.5,23.5,0.0,0,11.1,29.5,0,Normale
Ad Darwa,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Ad Darwa,34.0,-6.8125,2026-09-16,20.8,20.8,0.0,0,15.5,39.2,2,Normale
Ad Darwa,34.0,-6.8125,2026-09-17,18.8,18.8,0.0,0,12.0,32.0,3,Fraîche
Ad Darwa,34.0,-6.8125,2026-09-18,17.4,17.4,0.0,0,15.3,38.2,2,Fraîche
Ad Darwa,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Ad Darwa,34.0,-6.8125,2026-09-20,21.3,21.3,0.0,3,13.7,30.2,1,Normale
Ad Darwa,34.0,-6.8125,2026-09-14,23.6,23.6,0.0,0,11.1,29.5,0,Normale
Ad Darwa,34.0,-6.8125,2026-09-15,21.4,21.4,0.0,0,12.8,33.8,45,Normale
Ad Darwa,34.0,-6.8125,2026-09-16,20.9,20.9,0.0,0,15.5,39.2,2,Normale
Ad Darwa,34.0,-6.8125,2026-09-17,18.9,18.9,0.0,0,12.0,32.0,3,Fraîche
Ad Darwa,34.0,-6.8125,2026-09-18,17.5,17.5,0.0,0,15.3,38.2,2,Fraîche
Ad Darwa,34.0,-6.8125,2026-09-19,17.6,17.6,0.0,3,12.3,30.6,45,Fraîche
Ad Darwa,34.0,-6.8125,2026-09-20,21.4,21.4,0.0,3,13.7,30.2,1,Normale
Martil,30.4375,-9.5625,2026-09-14,28.6,28.6,0.0,5,17.5,42.8,3,Normale
Martil,30.4375,-9.5625,2026-09-15,26.5,26.5,0.0,0,11.2,31.0,2,Normale
Martil,30.4375,-9.5625,2026-09-16,23.8,23.8,0.0,0,16.3,47.9,0,Normale
Martil,30.4375,-9.5625,2026-09-17,20.3,20.3,0.0,2,13.8,36.0,2,Normale
Martil,30.4375,-9.5625,2026-09-18,19.7,19.7,0.0,5,13.5,36.7,2,Fraîche
Martil,30.4375,-9.5625,2026-09-19,20.2,20.2,0.0,3,16.3,40.0,3,Normale
Martil,30.4375,-9.5625,2026-09-20,25.2,25.2,0.0,0,16.9,38.5,1,Normale
Sidi Slimane,30.4375,-9.5625,2026-09-14,28.6,28.6,0.0,5,17.5,42.8,3,Normale
Sidi Slimane,30.4375,-9.5625,2026-09-15,26.5,26.5,0.0,0,11.2,31.0,2,Normale
Sidi Slimane,30.4375,-9.5625,2026-09-16,23.8,23.8,0.0,0,16.3,47.9,0,Normale
Sidi Slimane,30.4375,-9.5625,2026-09-17,20.3,20.3,0.0,2,13.8,36.0,2,Normale
Sidi Slimane,30.4375,-9.5625,2026-09-18,19.7,19.7,0.0,5,13.5,36.7,2,Fraîche
Sidi Slimane,30.4375,-9.5625,2026-09-19,20.2,20.2,0.0,3,16.3,40.0,3,Normale
Sidi Slimane,30.4375,-9.5625,2026-09-20,25.2,25.2,0.0,0,16.9,38.5,1,Normale
Oued Zem,30.4375,-9.5625,2026-09-14,28.6,28.6,0.0,5,17.5,42.8,3,Normale
Oued Zem,30.4375,-9.5625,2026-09-15,26.5,26.5,0.0,0,11.2,31.0,2,Normale
Oued Zem,30.4375,-9.5625,2026-09-16,23.8,23.8,0.0,0,16.3,47.9,0,Normale
Oued Zem,30.4375,-9.5625,2026-09-17,20.3,20.3,0.0,2,13.8,36.0,2,Normale
Oued Zem,30.4375,-9.5625,2026-09-18,19.7,19.7,0.0,5,13.5,36.7,2,Fraîche
Oued Zem,30.4375,-9.5625,2026-09-19,20.2,20.2,0.0,3,16.3,40.0,3,Normale
Oued Zem,30.4375,-9.5625,2026-09-20,25.2,25.2,0.0,0,16.9,38.5,1,Normale
Sefrou,30.4375,-9.5625,2026-09-14,28.6,28.6,0.0,5,17.5,42.8,3,Normale
Sefrou,30.4375,-9.5625,2026-09-15,26.5,26.5,0.0,0,11.2,31.0,2,Normale
Sefrou,30.4375,-9.5625,2026-09-16,23.8,23.8,0.0,0,16.3,47.9,0,Normale
Sefrou,30.4375,-9.5625,2026-09-17,20.3,20.3,0.0,2,13.8,36.0,2,Normale
Sefrou,30.4375,-9.5625,2026-09-18,19.7,19.7,0.0,5,13.5,36.7,2,Fraîche
Sefrou,30.4375,-9.5625,2026-09-19,20.2,20.2,0.0,3,16.3,40.0,3,Normale
Sefrou,30.4375,-9.5625,2026-09-20,25.2,25.2,0.0,0,16.9,38.5,1,Normale
Taroudannt,30.4375,-9.5625,2026-09-14,28.6,28.6,0.0,5,17.5,42.8,3,Normale
Taroudannt,30.4375,-9.5625,2026-09-15,26.5,26.5,0.0,0,11.2,31.0,2,Normale
Taroudannt,30.4375,-9.5625,2026-09-16,23.8,23.8,0.0,0,16.3,47.9,0,Normale
Taroudannt,30.4375,-9.5625,2026-09-17,20.3,20.3,0.0,2,13.8,36.0,2,Normale
Taroudannt,30.4375,-9.5625,2026-09-18,19.7,19.7,0.0,5,13.5,36.7,2,Fraîche
Taroudannt,30.4375,-9.5625,2026-09-19,20.2,20.2,0.0,3,16.3,40.0,3,Normale
Taroudannt,30.4375,-9.5625,2026-09-20,25.2,25.2,0.0,0,16.9,38.5,1,Normale
Essaouira,30.4375,-9.5625,2026-09-14,28.6,28.6,0.0,5,17.5,42.8,3,Normale
Essaouira,30.4375,-9.5625,2026-09-15,26.5,26.5,0.0,0,11.2,31.0,2,Normale
Essaouira,30.4375,-9.5625,2026-09-16,23.8,23.8,0.0,0,16.3,47.9,0,Normale
Essaouira,30.4375,-9.5625,2026-09-17,20.3,20.3,0.0,2,13.8,36.0,2,Normale
Essaouira,30.4375,-9.5625,2026-09-18,19.7,19.7,0.0,5,13.5,36.7,2,Fraîche
Essaouira,30.4375,-9.5625,2026-09-19,20.2,20.2,0.0,3,16.3,40.0,3,Normale
Essaouira,30.4375,-9.5625,2026-09-20,25.2,25.2,0.0,0,16.9,38.5,1,Normale
Azrou,30.4375,-9.5625,2026-09-14,28.6,28.6,0.0,5,17.5,42.8,3,Normale
Azrou,30.4375,-9.5625,2026-09-15,26.5,26.5,0.0,0,11.2,31.0,2,Normale
Azrou,30.4375,-9.5625,2026-09-16,23.8,23.8,0.0,0,16.3,47.9,0,Normale
Azrou,30.4375,-9.5625,2026-09-17,20.3,20.3,0.0,2,13.8,36.0,2,Normale
Azrou,30.4375,-9.5625,2026-09-18,19.7,19.7,0.0,5,13.5,36.7,2,Fraîche
Azrou,30.4375,-9.5625,2026-09-19,20.2,20.2,0.0,3,16.3,40.0,3,Normale
Azrou,30.4375,-9.5625,2026-09-20,25.2,25.2,0.0,0,16.9,38.5,1,Normale
Guercif,34.25,-6.5625,2026-09-14,22.7,22.7,0.0,0,12.2,31.0,0,Normale
Guercif,34.25,-6.5625,2026-09-15,21.0,21.0,0.0,0,14.0,34.2,45,Normale
Guercif,34.25,-6.5625,2026-09-16,20.7,20.7,0.0,0,16.5,40.0,2,Normale
Guercif,34.25,-6.5625,2026-09-17,18.3,18.3,0.0,2,12.3,33.1,3,Fraîche
Guercif,34.25,-6.5625,2026-09-18,17.2,17.2,0.0,3,15.5,38.9,45,Fraîche
Guercif,34.25,-6.5625,2026-09-19,17.0,17.0,0.0,0,13.7,32.4,3,Fraîche
Guercif,34.25,-6.5625,2026-09-20,19.9,19.9,0.0,0,16.1,36.0,0,Fraîche
Warzat,34.25,-6.5625,2026-09-14,22.7,22.7,0.0,0,12.2,31.0,0,Normale
Warzat,34.25,-6.5625,2026-09-15,21.0,21.0,0.0,0,14.0,34.2,45,Normale
Warzat,34.25,-6.5625,2026-09-16,20.7,20.7,0.0,0,16.5,40.0,2,Normale
Warzat,34.25,-6.5625,2026-09-17,18.3,18.3,0.0,2,12.3,33.1,3,Fraîche
Warzat,34.25,-6.5625,2026-09-18,17.2,17.2,0.0,3,15.5,38.9,45,Fraîche
Warzat,34.25,-6.5625,2026-09-19,17.0,17.0,0.0,0,13.7,32.4,3,Fraîche
Warzat,34.25,-6.5625,2026-09-20,19.9,19.9,0.0,0,16.1,36.0,0,Fraîche
Fnidq,34.25,-6.5625,2026-09-14,22.7,22.7,0.0,0,12.2,31.0,0,Normale
Fnidq,34.25,-6.5625,2026-09-15,21.0,21.0,0.0,0,14.0,34.2,45,Normale
Fnidq,34.25,-6.5625,2026-09-16,20.7,20.7,0.0,0,16.5,40.0,2,Normale
Fnidq,34.25,-6.5625,2026-09-17,18.3,18.3,0.0,2,12.3,33.1,3,Fraîche
Fnidq,34.25,-6.5625,2026-09-18,17.2,17.2,0.0,3,15.5,38.9,45,Fraîche
Fnidq,34.25,-6.5625,2026-09-19,17.0,17.0,0.0,0,13.7,32.4,3,Fraîche
Fnidq,34.25,-6.5625,2026-09-20,19.9,19.9,0.0,0,16.1,36.0,0,Fraîche
Tan-Tan,34.25,-6.5625,2026-09-14,22.7,22.7,0.0,0,12.2,31.0,0,Normale
Tan-Tan,34.25,-6.5625,2026-09-15,21.0,21.0,0.0,0,14.0,34.2,45,Normale
Tan-Tan,34.25,-6.5625,2026-09-16,20.7,20.7,0.0,0,16.5,40.0,2,Normale
Tan-Tan,34.25,-6.5625,2026-09-17,18.3,18.3,0.0,2,12.3,33.1,3,Fraîche
Tan-Tan,34.25,-6.5625,2026-09-18,17.2,17.2,0.0,3,15.5,38.9,45,Fraîche
Tan-Tan,34.25,-6.5625,2026-09-19,17.0,17.0,0.0,0,13.7,32.4,3,Fraîche
Tan-Tan,34.25,-6.5625,2026-09-20,19.9,19.9,0.0,0,16.1,36.0,0,Fraîche
Sidi Qacem,34.25,-6.5625,2026-09-14,22.7,22.7,0.0,0,12.2,31.0,0,Normale
Sidi Qacem,34.25,-6.5625,2026-09-15,21.0,21.0,0.0,0,14.0,34.2,45,Normale
Sidi Qacem,34.25,-6.5625,2026-09-16,20.7,20.7,0.0,0,16.5,40.0,2,Normale
Sidi Qacem,34.25,-6.5625,2026-09-17,18.3,18.3,0.0,2,12.3,33.1,3,Fraîche
