city,lat,lng,date,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code,temperature_category
Imzouren,33.9375,-6.875,2026-09-17,18.5,18.5,0.0,0,12.4,33.1,3,Fraîche
Imzouren,33.9375,-6.875,2026-09-18,16.4,16.4,0.0,0,14.8,38.9,45,Fraîche
Imzouren,33.9375,-6.875,2026-09-19,17.5,17.5,0.0,3,12.6,27.0,2,Fraîche
Imzouren,33.9375,-6.875,2026-09-20,20.7,20.7,0.0,3,13.8,27.7,0,Normale
Mediouna,27.170473,-13.229401,2026-09-14,25.7,25.7,0.0,4,27.0,50.4,0,Normale
Mediouna,27.170473,-13.229401,2026-09-15,25.6,25.6,0.0,0,26.3,51.8,0,Normale
Mediouna,27.170473,-13.229401,2026-09-16,21.6,21.6,0.0,0,27.0,52.2,0,Normale
Mediouna,27.170473,-13.229401,2026-09-17,21.4,21.4,0.0,0,29.5,57.6,3,Normale
Mediouna,27.170473,-13.229401,2026-09-18,20.1,20.1,0.0,4,28.0,55.4,3,Normale
Mediouna,27.170473,-13.229401,2026-09-19,18.8,18.8,0.0,2,20.3,43.2,2,Fraîche
Mediouna,27.170473,-13.229401,2026-09-20,18.6,18.6,0.0,2,22.1,47.2,3,Fraîche
Demnat,27.170473,-13.229401,2026-09-14,25.7,25.7,0.0,4,27.0,50.4,0,Normale
Demnat,27.170473,-13.229401,2026-09-15,25.6,25.6,0.0,0,26.3,51.8,0,Normale
Demnat,27.170473,-13.229401,2026-09-16,21.6,21.6,0.0,0,27.0,52.2,0,Normale
Demnat,27.170473,-13.229401,2026-09-17,21.4,21.4,0.0,0,29.5,57.6,3,Normale
Demnat,27.170473,-13.229401,2026-09-18,20.1,20.1,0.0,4,28.0,55.4,3,Normale
Demnat,27.170473,-13.229401,2026-09-19,18.8,18.8,0.0,2,20.3,43.2,2,Fraîche
Demnat,27.170473,-13.229401,2026-09-20,18.6,18.6,0.0,2,22.1,47.2,3,Fraîche
Aïn Taoujdat,27.170473,-13.229401,2026-09-14,25.7,25.7,0.0,4,27.0,50.4,0,Normale
Aïn Taoujdat,27.170473,-13.229401,2026-09-15,25.6,25.6,0.0,0,26.3,51.8,0,Normale
Aïn Taoujdat,27.170473,-13.229401,2026-09-16,21.6,21.6,0.0,0,27.0,52.2,0,Normale
Aïn Taoujdat,27.170473,-13.229401,2026-09-17,21.4,21.4,0.0,0,29.5,57.6,3,Normale
Aïn Taoujdat,27.170473,-13.229401,2026-09-18,20.1,20.1,0.0,4,28.0,55.4,3,Normale
Aïn Taoujdat,27.170473,-13.229401,2026-09-19,18.8,18.8,0.0,2,20.3,43.2,2,Fraîche
Aïn Taoujdat,27.170473,-13.229401,2026-09-20,18.6,18.6,0.0,2,22.1,47.2,3,Fraîche
Sidi Smai’il,27.170473,-13.229401,2026-09-14,25.7,25.7,0.0,4,27.0,50.4,0,Normale
Sidi Smai’il,27.170473,-13.229401,2026-09-15,25.6,25.6,0.0,0,26.3,51.8,0,Normale
Sidi Smai’il,27.170473,-13.229401,2026-09-16,21.6,21.6,0.0,0,27.0,52.2,0,Normale
Sidi Smai’il,27.170473,-13.229401,2026-09-17,21.4,21.4,0.0,0,29.5,57.6,3,Normale
Sidi Smai’il,27.170473,-13.229401,2026-09-18,20.1,20.1,0.0,4,28.0,55.4,3,Normale
Sidi Smai’il,27.170473,-13.229401,2026-09-19,18.8,18.8,0.0,2,20.3,43.2,2,Fraîche
Sidi Smai’il,27.170473,-13.229401,2026-09-20,18.6,18.6,0.0,2,22.1,47.2,3,Fraîche
Moulay Bousselham,27.170473,-13.229401,2026-09-14,25.7,25.7,0.0,4,27.0,50.4,0,Normale
Moulay Bousselham,27.170473,-13.229401,2026-09-15,25.6,25.6,0.0,0,26.3,51.8,0,Normale
Moulay Bousselham,27.170473,-13.229401,2026-09-16,21.6,21.6,0.0,0,27.0,52.2,0,Normale
Moulay Bousselham,27.170473,-13.229401,2026-09-17,21.4,21.4,0.0,0,29.5,57.6,3,Normale
Moulay Bousselham,27.170473,-13.229401,2026-09-18,20.1,20.1,0.0,4,28.0,55.4,3,Normale
Moulay Bousselham,27.170473,-13.229401,2026-09-19,18.8,18.8,0.0,2,20.3,43.2,2,Fraîche
Moulay Bousselham,27.170473,-13.229401,2026-09-20,18.6,18.6,0.0,2,22.1,47.2,3,Fraîche
Mechraa Bel Ksiri,27.170473,-13.229401,2026-09-14,25.7,25.7,0.0,4,27.0,50.4,0,Normale
Mechraa Bel Ksiri,27.170473,-13.229401,2026-09-15,25.6,25.6,0.0,0,26.3,51.8,0,Normale
Mechraa Bel Ksiri,27.170473,-13.229401,2026-09-16,21.6,21.6,0.0,0,27.0,52.2,0,Normale
Mechraa Bel Ksiri,27.170473,-13.229401,2026-09-17,21.4,21.4,0.0,0,29.5,57.6,3,Normale
Mechraa Bel Ksiri,27.170473,-13.229401,2026-09-18,20.1,20.1,0.0,4,28.0,55.4,3,Normale
Mechraa Bel Ksiri,27.170473,-13.229401,2026-09-19,18.8,18.8,0.0,2,20.3,43.2,2,Fraîche
Mechraa Bel Ksiri,27.170473,-13.229401,2026-09-20,18.6,18.6,0.0,2,22.1,47.2,3,Fraîche
Souk et Tnine Jorf el Mellah,27.170473,-13.229401,2026-09-14,25.7,25.7,0.0,4,27.0,50.4,0,Normale
Souk et Tnine Jorf el Mellah,27.170473,-13.229401,2026-09-15,25.6,25.6,0.0,0,26.3,51.8,0,Normale
Souk et Tnine Jorf el Mellah,27.170473,-13.229401,2026-09-16,21.6,21.6,0.0,0,27.0,52.2,0,Normale
Souk et Tnine Jorf el Mellah,27.170473,-13.229401,2026-09-17,21.4,21.4,0.0,0,29.5,57.6,3,Normale
Souk et Tnine Jorf el Mellah,27.170473,-13.229401,2026-09-18,20.1,20.1,0.0,4,28.0,55.4,3,Normale
Souk et Tnine Jorf el Mellah,27.170473,-13.229401,2026-09-19,18.8,18.8,0.0,2,20.3,43.2,2,Fraîche
Souk et Tnine Jorf el Mellah,27.170473,-13.229401,2026-09-20,18.6,18.6,0.0,2,22.1,47.2,3,Fraîche
Zeghanghane,33.25,-8.4375,2026-09-14,21.0,21.0,0.0,0,14.2,25.9,1,Normale
Zeghanghane,33.25,-8.4375,2026-09-15,21.5,21.5,0.0,0,17.0,30.2,45,Normale
Zeghanghane,33.25,-8.4375,2026-09-16,20.9,20.9,0.0,0,19.7,35.6,2,Normale
Zeghanghane,33.25,-8.4375,2026-09-17,19.5,19.5,0.0,0,15.2,27.0,3,Fraîche
Zeghanghane,33.25,-8.4375,2026-09-18,19.0,19.0,0.0,0,19.0,35.3,45,Fraîche
Zeghanghane,33.25,-8.4375,2026-09-19,20.5,20.5,0.0,2,18.4,34.9,3,Normale
Zeghanghane,33.25,-8.4375,2026-09-20,21.1,21.1,0.0,0,17.3,32.8,45,Normale
Oulad Barhil,33.25,-8.4375,2026-09-14,21.0,21.0,0.0,0,14.2,25.9,1,Normale
Oulad Barhil,33.25,-8.4375,2026-09-15,21.5,21.5,0.0,0,17.0,30.2,45,Normale
Oulad Barhil,33.25,-8.4375,2026-09-16,20.9,20.9,0.0,0,19.7,35.6,2,Normale
Oulad Barhil,33.25,-8.4375,2026-09-17,19.5,19.5,0.0,0,15.2,27.0,3,Fraîche
Oulad Barhil,33.25,-8.4375,2026-09-18,19.0,19.0,0.0,0,19.0,35.3,45,Fraîche
Oulad Barhil,33.25,-8.4375,2026-09-19,20.5,20.5,0.0,2,18.4,34.9,3,Normale
Oulad Barhil,33.25,-8.4375,2026-09-20,21.1,21.1,0.0,0,17.3,32.8,45,Normale
Bir Jdid,33.25,-8.4375,2026-09-14,21.0,21.0,0.0,0,14.2,25.9,1,Normale
Bir Jdid,33.25,-8.4375,2026-09-15,21.5,21.5,0.0,0,17.0,30.2,45,Normale
Bir Jdid,33.25,-8.4375,2026-09-16,20.9,20.9,0.0,0,19.7,35.6,2,Normale
Bir Jdid,33.25,-8.4375,2026-09-17,19.5,19.5,0.0,0,15.2,27.0,3,Fraîche
Bir Jdid,33.25,-8.4375,2026-09-18,19.0,19.0,0.0,0,19.0,35.3,45,Fraîche
Bir Jdid,33.25,-8.4375,2026-09-19,20.5,20.5,0.0,2,18.4,34.9,3,Normale
Bir Jdid,33.25,-8.4375,2026-09-20,21.1,21.1,0.0,0,17.3,32.8,45,Normale
Bou Arfa,33.25,-8.4375,2026-09-14,21.0,21.0,0.0,0,14.2,25.9,1,Normale
Bou Arfa,33.25,-8.4375,2026-09-15,21.5,21.5,0.0,0,17.0,30.2,45,Normale
Bou Arfa,33.25,-8.4375,2026-09-16,20.9,20.9,0.0,0,19.7,35.6,2,Normale
Bou Arfa,33.25,-8.4375,2026-09-17,19.5,19.5,0.0,0,15.2,27.0,3,Fraîche
Bou Arfa,33.25,-8.4375,2026-09-18,19.0,19.0,0.0,0,19.0,35.3,45,Fraîche
Bou Arfa,33.25,-8.4375,2026-09-19,20.5,20.5,0.0,2,18.4,34.9,3,Normale
Bou Arfa,33.25,-8.4375,2026-09-20,21.1,21.1,0.0,0,17.3,32.8,45,Normale
Tahannawt,33.25,-8.4375,2026-09-14,21.0,21.0,0.0,0,14.2,25.9,1,Normale
Tahannawt,33.25,-8.4375,2026-09-15,21.5,21.5,0.0,0,17.0,30.2,45,Normale
Tahannawt,33.25,-8.4375,2026-09-16,20.9,20.9,0.0,0,19.7,35.6,2,Normale
Tahannawt,33.25,-8.4375,2026-09-17,19.5,19.5,0.0,0,15.2,27.0,3,Fraîche
Tahannawt,33.25,-8.4375,2026-09-18,19.0,19.0,0.0,0,19.0,35.3,45,Fraîche
Tahannawt,33.25,-8.4375,2026-09-19,20.5,20.5,0.0,2,18.4,34.9,3,Normale
Tahannawt,33.25,-8.4375,2026-09-20,21.1,21.1,0.0,0,17.3,32.8,45,Normale
Arfoud,33.25,-8.4375,2026-09-14,21.0,21.0,0.0,0,14.2,25.9,1,Normale
Arfoud,33.25,-8.4375,2026-09-15,21.5,21.5,0.0,0,17.0,30.2,45,Normale
Arfoud,33.25,-8.4375,2026-09-16,20.9,20.9,0.0,0,19.7,35.6,2,Normale
Arfoud,33.25,-8.4375,2026-09-17,19.5,19.5,0.0,0,15.2,27.0,3,Fraîche
Arfoud,33.25,-8.4375,2026-09-18,19.0,19.0,0.0,0,19.0,35.3,45,Fraîche
Arfoud,33.25,-8.4375,2026-09-19,20.5,20.5,0.0,2,18.4,34.9,3,Normale
Arfoud,33.25,-8.4375,2026-09-20,21.1,21.1,0.0,0,17.3,32.8,45,Normale
Tahla,33.25,-8.4375,2026-09-14,21.0,21.0,0.0,0,14.2,25.9,1,Normale
Tahla,33.25,-8.4375,2026-09-15,21.5,21.5,0.0,0,17.0,30.2,45,Normale
Tahla,33.25,-8.4375,2026-09-16,20.9,20.9,0.0,0,19.7,35.6,2,Normale
Tahla,33.25,-8.4375,2026-09-17,19.5,19.5,0.0,0,15.2,27.0,3,Fraîche
Tahla,33.25,-8.4375,2026-09-18,19.0,19.0,0.0,0,19.0,35.3,45,Fraîche
Tahla,33.25,-8.4375,2026-09-19,20.5,20.5,0.0,2,18.4,34.9,3,Normale
Tahla,33.25,-8.4375,2026-09-20,21.1,21.1,0.0,0,17.3,32.8,45,Normale
Missour,30.3125,-9.5,2026-09-14,25.3,25.3,0.0,3,17.9,34.6,3,Normale
Missour,30.3125,-9.5,2026-09-15,25.6,25.6,0.0,3,18.7,36.4,2,Normale
Missour,30.3125,-9.5,2026-09-16,21.6,21.6,0.0,0,20.5,39.6,1,Normale
Missour,30.3125,-9.5,2026-09-17,21.0,21.0,0.0,0,17.5,34.2,3,Normale
Missour,30.3125,-9.5,2026-09-18,20.0,20.0,0.0,5,18.4,36.0,2,Fraîche
Missour,30.3125,-9.5,2026-09-19,20.3,20.3,0.0,5,16.3,40.0,3,Normale
Missour,30.3125,-9.5,2026-09-20,25.4,25.4,0.0,0,16.9,38.5,1,Normale
Sidi Lmokhtar,30.3125,-9.5,2026-09-14,25.3,25.3,0.0,3,17.9,34.6,3,Normale
Sidi Lmokhtar,30.3125,-9.5,2026-09-15,25.6,25.6,0.0,3,18.7,36.4,2,Normale
Sidi Lmokhtar,30.3125,-9.5,2026-09-16,21.6,21.6,0.0,0,20.5,39.6,1,Normale
Sidi Lmokhtar,30.3125,-9.5,2026-09-17,21.0,21.0,0.0,0,17.5,34.2,3,Normale
Sidi Lmokhtar,30.3125,-9.5,2026-09-18,20.0,20.0,0.0,5,18.4,36.0,2,Fraîche
Sidi Lmokhtar,30.3125,-9.5,2026-09-19,20.3,20.3,0.0,5,16.3,40.0,3,Normale
Sidi Lmokhtar,30.3125,-9.5,2026-09-20,25.4,25.4,0.0,0,16.9,38.5,1,Normale
Douar Toulal,30.3125,-9.5,2026-09-14,25.3,25.3,0.0,3,17.9,34.6,3,Normale
Douar Toulal,30.3125,-9.5,2026-09-15,25.6,25.6,0.0,3,18.7,36.4,2,Normale
Douar Toulal,30.3125,-9.5,2026-09-16,21.6,21.6,0.0,0,20.5,39.6,1,Normale
Douar Toulal,30.3125,-9.5,2026-09-17,21.0,21.0,0.0,0,17.5,34.2,3,Normale
Douar Toulal,30.3125,-9.5,2026-09-18,20.0,20.0,0.0,5,18.4,36.0,2,Fraîche
Douar Toulal,30.3125,-9.5,2026-09-19,20.3,20.3,0.0,5,16.3,40.0,3,Normale
Douar Toulal,30.3125,-9.5,2026-09-20,25.4,25.4,0.0,0,16.9,38.5,1,Normale
Oulad Yaïch,30.3125,-9.5,2026-09-14,25.3,25.3,0.0,3,17.9,34.6,3,Normale
Oulad Yaïch,30.3125,-9.5,2026-09-15,25.6,25.6,0.0,3,18.7,36.4,2,Normale
Oulad Yaïch,30.3125,-9.5,2026-09-16,21.6,21.6,0.0,0,20.5,39.6,1,Normale
Oulad Yaïch,30.3125,-9.5,2026-09-17,21.0,21.0,0.0,0,17.5,34.2,3,Normale
Oulad Yaïch,30.3125,-9.5,2026-09-18,20.0,20.0,0.0,5,18.4,36.0,2,Fraîche
Oulad Yaïch,30.3125,-9.5,2026-09-19,20.3,20.3,0.0,5,16.3,40.0,3,Normale
Oulad Yaïch,30.3125,-9.5,2026-09-20,25.4,25.4,0.0,0,16.9,38.5,1,Normale
Zawyat ech Cheïkh,30.3125,-9.5,2026-09-14,25.3,25.3,0.0,3,17.9,34.6,3,Normale
Zawyat ech Cheïkh,30.3125,-9.5,2026-09-15,25.6,25.6,0.0,3,18.7,36.4,2,Normale
Zawyat ech Cheïkh,30.3125,-9.5,2026-09-16,21.6,21.6,0.0,0,20.5,39.6,1,Normale
Zawyat ech Cheïkh,30.3125,-9.5,2026-09-17,21.0,21.0,0.0,0,17.5,34.2,3,Normale
Zawyat ech Cheïkh,30.3125,-9.5,2026-09-18,20.0,20.0,0.0,5,18.4,36.0,2,Fraîche
Zawyat ech Cheïkh,30.3125,-9.5,2026-09-19,20.3,20.3,0.0,5,16.3,40.0,3,Normale
Zawyat ech Cheïkh,30.3125,-9.5,2026-09-20,25.4,25.4,0.0,0,16.9,38.5,1,Normale
Imi-n-Tanout,30.3125,-9.5,2026-09-14,25.3,25.3,0.0,3,17.9,34.6,3,Normale
Imi-n-Tanout,30.3125,-9.5,2026-09-15,25.6,25.6,0.0,3,18.7,36.4,2,Normale
Imi-n-Tanout,30.3125,-9.5,2026-09-16,21.6,21.6,0.0,0,20.5,39.6,1,Normale
Imi-n-Tanout,30.3125,-9.5,2026-09-17,21.0,21.0,0.0,0,17.5,34.2,3,Normale
Imi-n-Tanout,30.3125,-9.5,2026-09-18,20.0,20.0,0.0,5,18.4,36.0,2,Fraîche
Imi-n-Tanout,30.3125,-9.5,2026-09-19,20.3,20.3,0.0,5,16.3,40.0,3,Normale
Imi-n-Tanout,30.3125,-9.5,2026-09-20,25.4,25.4,0.0,0,16.9,38.5,1,Normale
Sebt Gzoula,30.3125,-9.5,2026-09-14,25.3,25.3,0.0,3,17.9,34.6,3,Normale
Sebt Gzoula,30.3125,-9.5,2026-09-15,25.6,25.6,0.0,3,18.7,36.4,2,Normale
Sebt Gzoula,30.3125,-9.5,2026-09-16,21.6,21.6,0.0,0,20.5,39.6,1,Normale
Sebt Gzoula,30.3125,-9.5,2026-09-17,21.0,21.0,0.0,0,17.5,34.2,3,Normale
Sebt Gzoula,30.3125,-9.5,2026-09-18,20.0,20.0,0.0,5,18.4,36.0,2,Fraîche
Sebt Gzoula,30.3125,-9.5,2026-09-19,20.3,20.3,0.0,5,16.3,40.0,3,Normale
Sebt Gzoula,30.3125,-9.5,2026-09-20,25.4,25.4,0.0,0,16.9,38.5,1,Normale
Tifariti,32.3125,-6.375,2026-09-14,25.5,25.5,0.0,5,18.8,46.1,3,Normale
Tifariti,32.3125,-6.375,2026-09-15,25.3,25.3,0.0,0,22.0,45.0,61,Normale
Tifariti,32.3125,-6.375,2026-09-16,21.2,21.2,0.0,0,17.9,36.7,2,Normale
Tifariti,32.3125,-6.375,2026-09-17,18.7,18.7,0.0,5,10.7,24.8,2,Fraîche
Tifariti,32.3125,-6.375,2026-09-18,18.9,18.9,0.0,14,10.6,20.9,3,Fraîche
Tifariti,32.3125,-6.375,2026-09-19,22.6,22.6,0.6,14,14.3,28.4,3,Normale
Tifariti,32.3125,-6.375,2026-09-20,26.6,26.6,0.0,3,18.0,37.1,2,Normale
