time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,31.0,22.0,0.0,0,9.7,18.0,1
2026-09-15,26.0,21.1,0.0,0,16.9,29.5,45
2026-09-16,25.1,20.6,0.0,0,21.2,36.7,2
2026-09-17,25.0,18.7,0.0,3,14.4,26.3,3
2026-09-18,25.5,17.7,0.0,3,18.4,31.7,45
2026-09-19,29.1,17.2,0.0,0,13.7,32.4,3
2026-09-20,33.6,19.9,0.0,0,16.1,36.0,0
