time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,22.4,19.9,0.0,0,19.7,24.5,0
2026-09-15,23.9,19.7,0.0,2,29.1,35.6,3
2026-09-16,23.6,21.7,0.0,0,34.0,42.1,0
2026-09-17,22.3,19.8,0.0,0,38.1,48.6,0
2026-09-18,21.1,20.2,0.0,0,35.5,45.4,0
2026-09-19,20.9,19.9,0.0,0,28.1,35.6,0
2026-09-20,21.7,19.6,0.0,0,30.4,39.2,0
