time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,38.7,21.6,0.0,0,16.3,32.0,0
2026-09-15,35.3,20.3,0.0,0,18.3,36.7,0
2026-09-16,30.3,17.7,0.0,0,17.0,33.5,2
2026-09-17,26.8,17.7,0.0,0,11.6,22.7,3
2026-09-18,31.5,15.2,0.0,5,13.1,32.0,2
2026-09-19,37.1,17.0,0.0,5,15.5,29.9,3
2026-09-20,40.1,20.6,0.0,5,11.6,24.1,3
