time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,39.0,24.4,0.0,0,17.1,32.8,0
2026-09-15,35.4,20.8,0.0,0,22.7,46.1,0
2026-09-16,29.9,20.7,0.0,0,15.9,31.0,2
2026-09-17,27.5,19.9,0.0,0,11.2,21.2,3
2026-09-18,30.9,16.4,0.0,3,18.1,34.6,45
2026-09-19,36.5,18.4,0.0,3,18.7,35.6,2
2026-09-20,39.6,21.8,0.0,3,14.0,31.7,0
