time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,25.6,22.1,0.0,0,19.1,41.4,2
2026-09-15,26.1,21.0,0.0,0,11.3,27.0,2
2026-09-16,32.0,19.3,0.0,0,16.6,41.0,1
2026-09-17,25.4,19.5,0.0,3,16.1,36.7,3
2026-09-18,24.9,18.6,0.0,13,18.1,38.9,3
2026-09-19,25.7,21.8,0.0,18,23.1,40.0,3
2026-09-20,25.5,22.6,0.0,5,22.0,39.6,3
