time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,35.0,22.5,0.0,0,11.9,29.9,0
2026-09-15,28.6,21.1,0.0,0,13.9,34.2,45
2026-09-16,26.5,20.7,0.0,0,16.5,40.0,2
2026-09-17,26.5,18.3,0.0,3,12.3,33.1,3
2026-09-18,28.2,17.2,0.0,3,15.5,38.9,45
2026-09-19,29.1,17.0,0.0,0,13.7,32.4,3
2026-09-20,33.7,19.9,0.0,0,16.1,36.0,0
