time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,28.7,19.5,0.0,0,15.0,27.7,1
2026-09-15,26.0,19.4,0.0,0,10.9,20.2,45
2026-09-16,27.9,19.3,0.0,2,10.8,21.6,45
2026-09-17,25.4,20.0,0.0,5,14.0,25.2,3
2026-09-18,26.0,19.1,0.0,8,17.3,32.4,45
2026-09-19,27.7,19.5,0.0,2,14.9,28.8,3
2026-09-20,27.7,22.0,0.0,0,12.5,22.7,45
