time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,41.2,23.3,0.0,3,14.3,30.2,3
2026-09-15,39.3,24.5,0.0,0,20.3,35.6,3
2026-09-16,35.6,19.8,0.0,0,17.3,34.6,1
2026-09-17,32.3,17.5,0.0,3,14.8,28.1,2
2026-09-18,34.2,17.9,0.0,10,7.1,15.1,2
2026-09-19,37.9,19.4,0.0,8,16.6,45.4,3
2026-09-20,39.6,21.5,0.0,3,13.9,26.3,2
