time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,40.7,22.6,0.0,0,25.0,43.2,2
2026-09-15,36.7,20.4,0.0,0,25.6,44.6,1
2026-09-16,30.0,18.2,0.0,0,23.5,40.7,45
2026-09-17,27.7,17.4,0.0,3,20.1,34.2,3
2026-09-18,30.3,16.6,0.0,3,21.0,37.8,45
2026-09-19,34.3,17.7,0.0,3,17.7,34.2,3
2026-09-20,39.1,20.2,0.0,0,19.1,34.9,1
