time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,27.2,20.8,0.0,0,22.9,40.0,45
2026-09-15,28.1,18.3,0.0,0,16.3,28.4,45
2026-09-16,32.9,16.5,0.0,0,16.2,28.4,1
2026-09-17,27.4,19.4,0.0,3,16.8,31.0,3
2026-09-18,26.8,18.2,0.0,8,24.2,43.6,45
2026-09-19,28.8,20.5,0.0,8,20.2,36.4,3
2026-09-20,29.3,20.8,0.0,5,17.7,36.0,45
