time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,37.0,19.8,0.0,3,15.6,51.5,3
2026-09-15,34.9,19.7,0.0,3,20.9,38.5,3
2026-09-16,31.6,16.3,0.0,0,19.2,34.9,2
2026-09-17,30.4,16.1,0.0,13,18.5,33.5,3
2026-09-18,32.7,14.7,0.0,20,20.9,40.0,3
2026-09-19,33.8,19.9,0.0,13,13.2,27.7,3
2026-09-20,36.2,20.3,0.0,13,10.2,23.0,2
