time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,38.4,25.5,0.0,3,12.0,35.3,3
2026-09-15,32.0,23.8,0.3,3,11.9,32.4,3
2026-09-16,31.6,21.7,0.0,0,15.5,41.0,0
2026-09-17,26.1,20.4,0.0,0,14.4,37.8,2
2026-09-18,25.1,19.5,0.0,5,14.4,39.2,2
2026-09-19,38.0,20.3,0.0,5,16.3,40.0,3
2026-09-20,40.4,25.5,0.0,0,16.9,38.5,1
