lat,lng,date,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
32.5,-6.6875,2026-09-14,41.1,21.6,0.0,3,13.2,25.9,3
32.5,-6.6875,2026-09-15,38.3,23.4,0.0,0,21.7,41.0,3
32.5,-6.6875,2026-09-16,35.2,16.8,0.0,0,20.5,42.8,0
32.5,-6.6875,2026-09-17,32.8,16.1,0.0,2,14.9,30.2,45
32.5,-6.6875,2026-09-18,34.3,16.2,0.0,15,7.5,20.9,1
32.5,-6.6875,2026-09-19,37.8,18.3,0.0,9,13.8,46.1,3
32.5,-6.6875,2026-09-20,39.5,20.6,0.0,3,13.8,24.8,2
33.4375,-7.5625,2026-09-14,37.8,23.9,0.0,0,18.2,34.9,3
33.4375,-7.5625,2026-09-15,32.6,20.8,0.0,0,17.0,34.2,3
33.4375,-7.5625,2026-09-16,27.4,19.3,0.0,0,19.0,36.4,45
33.4375,-7.5625,2026-09-17,26.9,18.5,0.0,2,14.5,29.5,3
33.4375,-7.5625,2026-09-18,27.6,16.3,0.0,3,19.5,38.2,45
33.4375,-7.5625,2026-09-19,32.7,18.6,0.0,5,19.6,36.7,45
33.4375,-7.5625,2026-09-20,36.9,20.5,0.0,5,19.8,40.3,3
35.625,-5.3125,2026-09-14,25.7,22.2,0.0,0,18.7,41.4,2
35.625,-5.3125,2026-09-15,26.1,21.3,0.0,0,11.4,27.4,2
35.625,-5.3125,2026-09-16,32.0,19.3,0.0,0,16.6,41.0,1
35.625,-5.3125,2026-09-17,25.4,19.5,0.0,3,16.1,36.7,3
35.625,-5.3125,2026-09-18,24.9,18.6,0.0,13,18.1,38.9,3
35.625,-5.3125,2026-09-19,25.7,21.7,0.0,18,23.1,40.0,3
35.625,-5.3125,2026-09-20,25.5,22.6,0.0,5,22.0,39.6,3
34.25,-5.9375,2026-09-14,40.0,23.5,0.0,0,17.8,37.8,0
34.25,-5.9375,2026-09-15,34.5,20.9,0.0,0,17.6,36.7,2
34.25,-5.9375,2026-09-16,30.6,20.7,0.0,0,18.7,39.2,2
34.25,-5.9375,2026-09-17,28.3,19.3,0.0,0,13.0,28.1,3
34.25,-5.9375,2026-09-18,32.2,17.1,0.0,3,14.8,36.4,45
34.25,-5.9375,2026-09-19,37.5,19.1,0.0,0,17.4,33.8,1
34.25,-5.9375,2026-09-20,40.5,21.8,0.0,0,16.5,34.2,1
32.875,-6.5625,2026-09-14,37.8,23.0,0.0,10,19.1,37.4,3
32.875,-6.5625,2026-09-15,35.3,22.0,0.0,0,22.6,45.0,3
32.875,-6.5625,2026-09-16,32.1,17.4,0.0,0,20.6,41.0,1
32.875,-6.5625,2026-09-17,30.0,16.2,0.0,0,16.5,34.6,3
32.875,-6.5625,2026-09-18,31.1,14.6,0.0,25,16.5,38.2,3
32.875,-6.5625,2026-09-19,33.6,18.7,0.0,11,12.4,33.1,2
32.875,-6.5625,2026-09-20,35.4,19.4,0.0,3,16.1,40.3,2
33.8125,-4.8125,2026-09-14,34.7,24.7,0.0,0,19.2,41.0,3
33.8125,-4.8125,2026-09-15,32.8,23.2,0.0,0,16.8,36.4,3
33.8125,-4.8125,2026-09-16,29.1,18.4,0.0,0,18.4,40.0,1
33.8125,-4.8125,2026-09-17,25.3,17.6,0.0,8,15.0,35.3,3
33.8125,-4.8125,2026-09-18,28.4,16.6,0.0,23,16.5,36.0,3
33.8125,-4.8125,2026-09-19,33.0,18.0,0.9,3,14.5,28.4,80
33.8125,-4.8125,2026-09-20,34.9,19.8,0.0,3,21.0,42.1,2
30.5,-8.875,2026-09-14,42.4,26.1,0.0,3,28.0,60.5,3
30.5,-8.875,2026-09-15,41.4,26.6,0.0,3,21.9,41.4,3
30.5,-8.875,2026-09-16,36.5,23.3,0.0,0,24.9,49.0,0
30.5,-8.875,2026-09-17,30.4,18.7,0.0,2,25.3,52.2,45
30.5,-8.875,2026-09-18,30.5,17.8,0.0,8,23.2,50.0,1
30.5,-8.875,2026-09-19,38.4,17.7,0.0,3,18.9,36.7,45
30.5,-8.875,2026-09-20,42.0,25.0,0.0,0,24.0,47.5,2
31.5,-9.75,2026-09-14,34.0,21.6,0.0,0,21.2,41.0,3
31.5,-9.75,2026-09-15,27.6,21.2,0.0,0,26.4,49.7,3
31.5,-9.75,2026-09-16,24.2,19.4,0.0,0,36.0,66.2,1
31.5,-9.75,2026-09-17,24.0,18.6,0.0,0,27.7,50.4,1
31.5,-9.75,2026-09-18,23.5,18.5,0.0,5,30.1,54.7,1
31.5,-9.75,2026-09-19,30.6,18.4,0.0,5,18.9,35.3,3
31.5,-9.75,2026-09-20,37.7,24.7,0.0,0,14.2,30.2,2
33.4375,-5.25,2026-09-14,31.7,18.9,0.0,20,16.9,45.4,3
33.4375,-5.25,2026-09-15,30.3,18.7,0.0,3,21.5,46.1,3
33.4375,-5.25,2026-09-16,26.0,14.7,0.0,0,14.8,35.3,2
33.4375,-5.25,2026-09-17,24.8,15.4,0.0,15,13.9,34.9,3
33.4375,-5.25,2026-09-18,26.6,12.9,0.0,25,12.7,31.3,3
33.4375,-5.25,2026-09-19,28.7,18.4,0.3,13,11.6,37.9,3
33.4375,-5.25,2026-09-20,30.7,18.9,0.0,13,12.3,46.8,2
34.25,-3.375,2026-09-14,32.5,19.5,0.0,0,25.0,46.4,1
34.25,-3.375,2026-09-15,33.2,18.8,0.0,0,23.0,42.1,3
34.25,-3.375,2026-09-16,34.3,18.5,0.0,3,25.6,47.5,2
34.25,-3.375,2026-09-17,31.2,20.4,0.0,10,26.5,48.6,3
34.25,-3.375,2026-09-18,30.2,18.2,0.0,15,27.8,52.6,3
34.25,-3.375,2026-09-19,32.0,19.7,0.0,10,27.0,45.7,3
34.25,-3.375,2026-09-20,33.0,20.5,0.0,10,26.5,46.8,2
30.9375,-6.9375,2026-09-14,34.5,19.7,0.0,5,10.1,22.3,3
30.9375,-6.9375,2026-09-15,29.9,22.0,0.4,18,28.7,59.0,3
30.9375,-6.9375,2026-09-16,32.8,17.2,0.0,0,24.6,42.1,0
30.9375,-6.9375,2026-09-17,33.2,16.5,0.0,10,10.7,20.5,2
30.9375,-6.9375,2026-09-18,33.5,17.9,0.0,29,10.8,19.4,3
30.9375,-6.9375,2026-09-19,30.1,19.1,0.0,27,16.1,29.9,3
30.9375,-6.9375,2026-09-20,32.8,19.8,0.0,13,18.1,31.0,3
35.8125,-5.375,2026-09-14,26.0,22.2,0.0,0,23.2,45.4,2
35.8125,-5.375,2026-09-15,26.1,20.8,0.0,0,14.1,28.8,2
35.8125,-5.375,2026-09-16,30.3,18.7,0.0,0,28.5,53.6,3
35.8125,-5.375,2026-09-17,27.4,19.4,0.0,3,15.6,31.7,3
35.8125,-5.375,2026-09-18,24.9,20.1,0.0,13,17.6,33.8,45
35.8125,-5.375,2026-09-19,25.7,21.9,0.0,18,23.1,40.0,3
35.8125,-5.375,2026-09-20,25.4,22.5,0.0,5,22.0,39.6,3
28.435852,-11.147736,2026-09-14,39.8,26.8,0.0,39,27.2,46.4,2
28.435852,-11.147736,2026-09-15,35.0,23.3,0.0,0,21.1,40.0,0
28.435852,-11.147736,2026-09-16,30.2,20.2,0.0,0,24.9,46.1,0
28.435852,-11.147736,2026-09-17,25.6,19.9,0.0,2,29.5,52.9,3
28.435852,-11.147736,2026-09-18,25.3,19.4,0.0,2,26.8,49.0,2
28.435852,-11.147736,2026-09-19,28.4,20.0,0.0,0,18.6,37.4,3
28.435852,-11.147736,2026-09-20,31.0,17.7,0.0,2,14.8,41.4,3
34.1875,-5.6875,2026-09-14,40.0,25.3,0.0,0,17.3,36.4,3
34.1875,-5.6875,2026-09-15,34.8,21.8,0.0,0,18.0,37.8,3
34.1875,-5.6875,2026-09-16,31.2,20.8,0.0,0,18.2,38.9,1
34.1875,-5.6875,2026-09-17,28.0,18.8,0.0,4,13.0,28.4,3
34.1875,-5.6875,2026-09-18,32.3,17.8,0.0,5,14.8,30.6,2
34.1875,-5.6875,2026-09-19,38.0,21.0,0.0,0,14.2,38.9,2
34.1875,-5.6875,2026-09-20,40.3,23.8,0.0,0,17.1,35.3,1
35.625,-5.3125,2026-09-14,25.6,22.1,0.0,0,18.7,41.4,2
35.625,-5.3125,2026-09-15,25.9,21.2,0.0,0,11.4,27.4,2
35.625,-5.3125,2026-09-16,31.8,19.1,0.0,0,16.6,41.0,1
35.625,-5.3125,2026-09-17,25.3,19.4,0.0,3,16.1,36.7,3
35.625,-5.3125,2026-09-18,24.7,18.5,0.0,8,18.1,38.9,3
35.625,-5.3125,2026-09-19,27.4,21.6,0.0,3,27.8,56.5,3
35.625,-5.3125,2026-09-20,27.0,23.2,0.0,5,26.5,62.3,3
32.25,-8.5,2026-09-14,40.4,26.9,0.0,0,23.1,49.0,3
32.25,-8.5,2026-09-15,37.4,23.9,0.0,3,24.5,49.3,3
32.25,-8.5,2026-09-16,31.6,18.8,0.0,0,21.9,43.9,1
32.25,-8.5,2026-09-17,28.0,17.2,0.0,2,17.7,36.7,2
32.25,-8.5,2026-09-18,30.6,16.9,0.0,3,18.6,36.7,45
32.25,-8.5,2026-09-19,35.3,17.3,0.6,5,13.8,28.8,80
32.25,-8.5,2026-09-20,38.8,22.2,0.0,5,20.8,47.5,3
32.6875,-4.75,2026-09-14,30.6,17.0,0.0,18,17.4,42.8,3
32.6875,-4.75,2026-09-15,30.0,17.2,0.0,5,17.4,33.1,3
32.6875,-4.75,2026-09-16,26.9,17.2,0.0,0,25.3,46.1,2
32.6875,-4.75,2026-09-17,28.2,14.5,0.0,33,27.3,48.6,3
32.6875,-4.75,2026-09-18,26.9,13.4,0.0,25,19.6,35.6,3
32.6875,-4.75,2026-09-19,28.9,14.8,0.0,12,21.6,33.8,45
32.6875,-4.75,2026-09-20,30.4,13.7,0.0,5,15.8,26.3,3
33.625,-7.4375,2026-09-14,33.6,23.4,0.0,0,11.4,30.6,1
33.625,-7.4375,2026-09-15,28.8,21.3,0.0,0,13.0,34.6,45
33.625,-7.4375,2026-09-16,26.0,20.5,0.0,0,15.9,40.7,3
33.625,-7.4375,2026-09-17,26.2,19.3,0.0,0,13.8,36.4,3
33.625,-7.4375,2026-09-18,26.1,16.9,0.0,3,15.6,39.6,45
33.625,-7.4375,2026-09-19,27.6,19.0,0.0,3,14.0,32.0,45
33.625,-7.4375,2026-09-20,30.1,21.2,0.0,0,14.0,32.8,0
32.3125,-6.6875,2026-09-14,41.3,23.3,0.0,3,15.0,28.4,3
32.3125,-6.6875,2026-09-15,39.1,25.3,0.0,0,21.3,35.6,3
32.3125,-6.6875,2026-09-16,35.6,19.8,0.0,0,17.3,34.6,1
32.3125,-6.6875,2026-09-17,32.3,17.5,0.0,3,14.8,28.1,2
32.3125,-6.6875,2026-09-18,34.2,17.9,0.0,10,7.1,15.1,2
32.3125,-6.6875,2026-09-19,37.9,19.4,0.0,9,16.6,45.4,3
32.3125,-6.6875,2026-09-20,39.6,21.5,0.0,3,13.9,26.3,2
34.25,-6.625,2026-09-14,33.4,22.5,0.0,0,10.4,24.5,0
34.25,-6.625,2026-09-15,27.4,21.0,0.0,0,12.7,29.2,45
34.25,-6.625,2026-09-16,26.2,20.8,0.0,0,17.3,37.4,2
34.25,-6.625,2026-09-17,26.2,18.5,0.0,2,12.7,29.9,3
34.25,-6.625,2026-09-18,27.4,17.5,0.0,3,16.6,36.4,45
34.25,-6.625,2026-09-19,29.1,17.1,0.0,0,13.7,32.4,3
34.25,-6.625,2026-09-20,33.7,19.9,0.0,0,16.1,36.0,0
34.8125,-5.625,2026-09-14,38.8,21.6,0.0,0,17.1,33.5,0
34.8125,-5.625,2026-09-15,35.6,20.1,0.0,0,18.3,36.7,2
34.8125,-5.625,2026-09-16,30.3,17.7,0.0,0,17.0,33.5,2
34.8125,-5.625,2026-09-17,26.8,17.7,0.0,0,11.6,22.7,3
34.8125,-5.625,2026-09-18,31.5,15.2,0.0,5,13.1,32.0,2
34.8125,-5.625,2026-09-19,37.1,17.0,0.0,5,15.5,29.9,3
34.8125,-5.625,2026-09-20,40.1,20.6,0.0,5,11.6,24.1,3
26.74868,-11.648254,2026-09-14,40.6,27.5,7.1,53,32.8,61.2,81
26.74868,-11.648254,2026-09-15,37.1,23.7,0.0,16,17.6,29.5,0
26.74868,-11.648254,2026-09-16,38.9,22.5,0.0,0,33.1,56.2,0
26.74868,-11.648254,2026-09-17,31.7,20.1,0.0,0,29.1,49.7,3
26.74868,-11.648254,2026-09-18,30.2,19.2,0.0,0,25.0,46.4,3
26.74868,-11.648254,2026-09-19,31.2,19.6,0.0,0,15.5,36.0,3
26.74868,-11.648254,2026-09-20,38.6,19.3,0.0,12,14.3,45.4,0
31.5625,-7.6875,2026-09-14,37.9,25.2,0.0,0,21.8,40.3,3
31.5625,-7.6875,2026-09-15,36.2,24.1,0.0,0,19.2,36.0,3
31.5625,-7.6875,2026-09-16,32.9,19.8,0.0,0,14.2,27.4,0
31.5625,-7.6875,2026-09-17,28.9,17.0,0.0,3,10.8,21.6,2
31.5625,-7.6875,2026-09-18,30.2,17.1,0.0,18,12.0,24.5,3
31.5625,-7.6875,2026-09-19,34.1,18.5,0.9,12,9.7,19.1,3
31.5625,-7.6875,2026-09-20,36.7,19.6,0.0,8,16.3,31.3,3
33.9375,-5.0,2026-09-14,37.9,22.7,0.0,0,15.5,31.0,3
33.9375,-5.0,2026-09-15,34.9,23.1,0.0,0,16.9,31.7,3
33.9375,-5.0,2026-09-16,31.1,20.5,0.0,0,17.3,32.4,1
33.9375,-5.0,2026-09-17,27.3,18.2,0.0,3,13.3,27.0,45
33.9375,-5.0,2026-09-18,31.4,17.6,0.0,13,14.0,27.0,3
33.9375,-5.0,2026-09-19,36.7,20.3,0.0,5,9.7,25.2,3
33.9375,-5.0,2026-09-20,38.2,22.8,0.0,5,17.2,41.0,2
33.5625,-7.5,2026-09-14,34.2,23.7,0.0,0,12.8,33.8,2
33.5625,-7.5,2026-09-15,29.6,21.1,0.0,0,13.7,35.6,45
33.5625,-7.5,2026-09-16,26.1,20.1,0.0,0,15.9,41.0,3
33.5625,-7.5,2026-09-17,26.1,18.7,0.0,2,13.5,35.6,3
33.5625,-7.5,2026-09-18,26.1,16.9,0.0,3,16.6,41.8,45
33.5625,-7.5,2026-09-19,28.0,19.1,0.0,3,13.1,34.9,45
33.5625,-7.5,2026-09-20,31.1,20.5,0.0,3,13.3,35.3,45
32.625,-8.4375,2026-09-14,40.9,22.6,0.0,0,26.8,46.1,3
32.625,-8.4375,2026-09-15,36.8,20.8,0.0,0,24.9,44.6,3
32.625,-8.4375,2026-09-16,30.0,18.2,0.0,0,23.5,40.7,45
32.625,-8.4375,2026-09-17,27.7,17.4,0.0,2,20.1,34.2,3
32.625,-8.4375,2026-09-18,30.3,16.6,0.0,3,21.0,37.8,45
32.625,-8.4375,2026-09-19,34.3,17.7,0.0,3,17.7,34.2,3
32.625,-8.4375,2026-09-20,39.1,20.2,0.0,0,19.1,34.9,1
30.375,-9.4375,2026-09-14,40.3,26.0,0.0,5,21.7,46.1,3
30.375,-9.4375,2026-09-15,37.4,26.1,0.0,5,20.1,41.0,3
30.375,-9.4375,2026-09-16,31.0,22.2,0.0,0,20.9,45.0,1
30.375,-9.4375,2026-09-17,27.8,20.4,0.0,2,20.8,42.8,2
30.375,-9.4375,2026-09-18,27.6,19.6,0.0,3,20.3,42.8,3
30.375,-9.4375,2026-09-19,35.6,19.3,0.0,3,17.8,31.7,2
30.375,-9.4375,2026-09-20,40.9,24.8,0.0,0,28.8,50.0,2
30.1875,-9.375,2026-09-14,40.3,27.6,0.0,5,21.1,34.6,3
30.1875,-9.375,2026-09-15,38.3,26.6,0.0,5,24.8,40.7,2
30.1875,-9.375,2026-09-16,32.2,22.9,0.0,0,33.4,55.1,1
30.1875,-9.375,2026-09-17,27.4,20.5,0.0,2,31.6,52.2,2
30.1875,-9.375,2026-09-18,27.7,20.0,0.0,5,25.7,42.8,2
30.1875,-9.375,2026-09-19,32.4,19.3,0.0,3,20.2,33.5,2
30.1875,-9.375,2026-09-20,39.8,23.4,0.0,0,28.2,48.6,1
35.1875,-3.875,2026-09-14,29.2,19.5,0.0,0,16.0,29.5,1
35.1875,-3.875,2026-09-15,25.9,19.4,0.0,0,11.2,20.5,45
35.1875,-3.875,2026-09-16,27.9,19.3,0.0,1,10.8,21.6,45
35.1875,-3.875,2026-09-17,25.4,20.0,0.0,5,14.0,25.2,3
35.1875,-3.875,2026-09-18,26.0,19.1,0.0,8,17.3,32.4,45
35.1875,-3.875,2026-09-19,27.7,19.5,0.0,2,14.9,28.8,3
35.1875,-3.875,2026-09-20,27.7,22.0,0.0,0,12.5,22.7,45
32.625,-6.25,2026-09-14,40.6,21.3,0.0,5,19.3,37.8,3
32.625,-6.25,2026-09-15,38.1,22.7,0.0,0,20.2,37.1,3
32.625,-6.25,2026-09-16,34.5,18.0,0.0,0,17.7,38.5,1
32.625,-6.25,2026-09-17,32.2,17.0,0.0,3,10.8,24.5,3
32.625,-6.25,2026-09-18,34.0,15.9,0.0,13,14.3,25.2,3
32.625,-6.25,2026-09-19,36.4,19.6,0.3,10,11.3,28.1,3
32.625,-6.25,2026-09-20,38.6,18.6,0.0,10,12.6,25.6,1
31.9375,-6.5625,2026-09-14,31.8,19.5,0.1,15,18.7,39.6,3
31.9375,-6.5625,2026-09-15,29.0,20.3,4.6,8,30.6,76.3,63
31.9375,-6.5625,2026-09-16,26.6,15.5,0.0,0,18.0,37.8,0
31.9375,-6.5625,2026-09-17,25.5,15.1,0.0,19,17.3,36.4,3
31.9375,-6.5625,2026-09-18,26.3,14.3,0.0,33,15.6,33.1,3
31.9375,-6.5625,2026-09-19,27.8,18.3,9.3,16,15.0,32.0,63
31.9375,-6.5625,2026-09-20,28.8,16.9,0.0,15,12.3,32.8,3
32.75,-6.375,2026-09-14,38.7,21.8,0.0,5,15.0,27.4,3
32.75,-6.375,2026-09-15,35.8,23.4,0.0,0,22.1,40.0,3
32.75,-6.375,2026-09-16,32.6,17.7,0.0,0,21.5,41.8,1
32.75,-6.375,2026-09-17,31.0,16.6,0.0,3,16.3,33.5,3
32.75,-6.375,2026-09-18,32.4,16.0,0.0,15,18.0,36.7,3
32.75,-6.375,2026-09-19,34.5,19.5,0.3,9,12.6,25.6,80
32.75,-6.375,2026-09-20,36.4,20.8,0.0,3,13.7,35.3,2
35.0,-3.0,2026-09-14,27.6,20.8,0.0,0,23.2,40.7,45
35.0,-3.0,2026-09-15,28.2,19.2,0.0,0,17.3,30.6,45
35.0,-3.0,2026-09-16,32.9,16.5,0.0,0,16.2,28.4,1
35.0,-3.0,2026-09-17,27.4,19.4,0.0,2,16.8,31.0,3
35.0,-3.0,2026-09-18,26.8,18.2,0.0,7,24.2,43.6,45
35.0,-3.0,2026-09-19,28.8,20.5,0.0,8,20.2,36.4,3
35.0,-3.0,2026-09-20,29.3,20.8,0.0,5,17.7,36.0,45
33.1875,-5.5625,2026-09-14,35.4,20.7,0.0,13,22.7,45.7,3
33.1875,-5.5625,2026-09-15,33.4,19.9,0.0,3,21.8,43.2,3
33.1875,-5.5625,2026-09-16,30.0,15.0,0.0,0,20.0,41.0,1
33.1875,-5.5625,2026-09-17,29.0,15.5,0.0,20,17.8,36.4,3
33.1875,-5.5625,2026-09-18,29.9,13.5,0.0,20,18.4,36.7,3
33.1875,-5.5625,2026-09-19,31.3,16.7,0.0,10,19.1,39.6,2
33.1875,-5.5625,2026-09-20,33.7,16.7,0.0,8,16.9,33.5,3
31.5,-5.5625,2026-09-14,34.1,21.2,0.0,5,25.8,45.7,3
31.5,-5.5625,2026-09-15,30.0,20.3,2.2,23,28.4,50.8,61
31.5,-5.5625,2026-09-16,31.2,17.0,0.0,0,28.7,44.3,1
31.5,-5.5625,2026-09-17,31.5,17.6,0.0,26,20.6,33.1,3
31.5,-5.5625,2026-09-18,31.3,18.7,0.0,43,12.2,26.3,3
31.5,-5.5625,2026-09-19,27.8,19.8,0.6,26,13.0,26.3,3
31.5,-5.5625,2026-09-20,30.6,18.0,0.0,16,14.8,23.4,1
34.1875,-6.6875,2026-09-14,31.1,22.4,0.0,0,9.9,18.0,0
34.1875,-6.6875,2026-09-15,26.0,21.0,0.0,0,15.9,28.1,45
34.1875,-6.6875,2026-09-16,25.1,20.7,0.0,0,21.2,36.7,2
34.1875,-6.6875,2026-09-17,25.0,18.7,0.0,2,14.4,26.3,3
34.1875,-6.6875,2026-09-18,25.5,17.7,0.0,3,18.4,31.7,45
34.1875,-6.6875,2026-09-19,29.1,17.2,0.0,0,13.7,32.4,3
34.1875,-6.6875,2026-09-20,33.6,19.9,0.0,0,16.1,36.0,0
26.115992,-14.490692,2026-09-14,35.2,22.3,0.0,0,24.9,38.9,0
26.115992,-14.490692,2026-09-15,35.1,24.5,0.0,0,27.6,47.9,0
26.115992,-14.490692,2026-09-16,28.3,21.6,0.0,0,26.9,48.6,0
26.115992,-14.490692,2026-09-17,25.5,20.8,0.0,0,33.0,58.7,3
26.115992,-14.490692,2026-09-18,24.8,20.1,0.0,0,23.9,45.7,3
26.115992,-14.490692,2026-09-19,25.5,18.8,0.0,0,21.1,42.8,3
26.115992,-14.490692,2026-09-20,28.7,19.5,0.0,0,28.7,49.0,0
30.3125,-5.8125,2026-09-14,38.7,24.1,0.0,5,16.6,31.0,3
30.3125,-5.8125,2026-09-15,34.9,27.4,0.4,13,33.0,59.0,61
30.3125,-5.8125,2026-09-16,37.2,23.1,0.0,0,14.0,23.8,1
30.3125,-5.8125,2026-09-17,36.9,24.0,0.0,3,20.5,32.0,2
30.3125,-5.8125,2026-09-18,36.8,23.8,0.0,10,16.6,26.3,2
30.3125,-5.8125,2026-09-19,33.9,24.0,0.0,13,25.6,39.6,2
30.3125,-5.8125,2026-09-20,35.7,25.9,0.0,0,19.1,30.6,3
33.3125,-8.3125,2026-09-14,31.9,20.3,0.0,0,15.2,27.7,1
33.3125,-8.3125,2026-09-15,28.4,21.1,0.0,0,17.3,31.7,45
33.3125,-8.3125,2026-09-16,26.1,19.9,0.0,0,19.6,36.0,45
33.3125,-8.3125,2026-09-17,26.1,18.1,0.0,0,14.8,27.0,3
33.3125,-8.3125,2026-09-18,25.9,17.5,0.0,0,20.3,36.7,45
33.3125,-8.3125,2026-09-19,27.1,19.7,0.0,2,18.4,34.9,3
33.3125,-8.3125,2026-09-20,29.2,21.1,0.0,0,17.3,32.8,45
33.6875,-5.375,2026-09-14,34.9,23.6,0.0,5,21.1,43.6,3
33.6875,-5.375,2026-09-15,32.8,21.1,0.0,3,20.4,42.5,3
33.6875,-5.375,2026-09-16,28.7,18.5,0.0,0,20.0,41.4,1
33.6875,-5.375,2026-09-17,25.5,16.2,0.0,8,15.6,32.8,3
33.6875,-5.375,2026-09-18,27.5,14.6,0.0,15,18.3,38.2,3
33.6875,-5.375,2026-09-19,32.8,17.2,0.0,7,11.9,22.7,3
33.6875,-5.375,2026-09-20,34.6,20.7,0.0,8,20.4,41.4,2
34.3125,-2.1875,2026-09-14,31.2,18.2,0.0,0,16.9,34.2,1
34.3125,-2.1875,2026-09-15,31.1,19.7,0.0,0,17.7,34.2,3
34.3125,-2.1875,2026-09-16,28.9,19.0,0.0,3,22.9,43.2,1
34.3125,-2.1875,2026-09-17,26.8,17.2,0.0,12,13.9,35.6,3
34.3125,-2.1875,2026-09-18,27.1,14.9,0.0,28,18.7,49.3,3
34.3125,-2.1875,2026-09-19,33.2,14.9,0.0,10,16.8,37.1,3
34.3125,-2.1875,2026-09-20,32.4,17.3,0.0,10,17.1,33.8,3
34.5625,-2.5,2026-09-14,32.5,17.7,0.0,0,16.0,27.4,1
34.5625,-2.5,2026-09-15,32.3,16.9,0.0,0,12.0,21.2,3
34.5625,-2.5,2026-09-16,31.8,16.3,0.0,0,21.2,36.7,0
34.5625,-2.5,2026-09-17,28.7,16.4,0.0,10,15.8,28.1,3
34.5625,-2.5,2026-09-18,28.3,14.9,0.0,20,18.7,32.4,45
34.5625,-2.5,2026-09-19,31.5,16.4,0.0,5,14.4,25.6,3
34.5625,-2.5,2026-09-20,31.4,17.7,0.0,5,13.8,26.3,45
31.5,-8.125,2026-09-14,39.4,26.5,0.1,3,26.8,47.9,3
31.5,-8.125,2026-09-15,37.3,25.1,0.0,3,23.1,37.8,3
31.5,-8.125,2026-09-16,34.0,21.2,0.0,0,19.7,33.8,0
31.5,-8.125,2026-09-17,29.6,17.5,0.0,0,12.9,22.3,1
31.5,-8.125,2026-09-18,31.2,17.7,0.0,13,11.4,20.2,2
31.5,-8.125,2026-09-19,35.4,19.0,0.6,9,14.8,40.3,3
31.5,-8.125,2026-09-20,37.3,21.2,0.0,8,12.8,26.3,2
34.3125,-6.3125,2026-09-14,37.6,22.4,0.0,0,17.1,31.3,0
34.3125,-6.3125,2026-09-15,31.5,20.4,0.0,0,19.3,34.9,2
34.3125,-6.3125,2026-09-16,28.0,20.4,0.0,0,20.8,37.1,2
34.3125,-6.3125,2026-09-17,27.3,18.2,0.0,0,14.8,28.4,3
34.3125,-6.3125,2026-09-18,29.3,16.9,0.0,3,19.7,36.4,45
34.3125,-6.3125,2026-09-19,34.6,17.4,0.0,0,20.9,38.2,2
34.3125,-6.3125,2026-09-20,39.1,21.1,0.0,0,20.7,37.4,1
31.5625,-8.75,2026-09-14,40.5,23.8,0.0,0,24.6,40.3,3
31.5625,-8.75,2026-09-15,38.2,25.0,0.0,3,26.7,42.8,3
31.5625,-8.75,2026-09-16,34.3,21.1,0.0,0,25.6,41.4,0
31.5625,-8.75,2026-09-17,29.8,17.9,0.0,0,17.3,28.8,2
31.5625,-8.75,2026-09-18,31.5,17.9,0.0,8,17.5,30.2,2
31.5625,-8.75,2026-09-19,36.0,18.7,0.9,9,14.0,46.1,61
31.5625,-8.75,2026-09-20,37.3,21.8,0.0,10,10.2,19.8,3
31.8125,-7.3125,2026-09-14,38.3,23.6,0.0,3,20.9,37.4,3
31.8125,-7.3125,2026-09-15,36.5,23.5,0.0,3,20.3,36.4,3
31.8125,-7.3125,2026-09-16,32.8,18.3,0.0,0,17.1,29.9,0
31.8125,-7.3125,2026-09-17,29.1,16.4,0.0,2,12.9,24.5,45
31.8125,-7.3125,2026-09-18,30.2,16.5,0.0,18,15.0,26.6,2
31.8125,-7.3125,2026-09-19,34.3,16.9,0.6,12,12.3,35.3,80
31.8125,-7.3125,2026-09-20,36.7,18.5,0.0,8,17.3,29.5,3
30.875,-6.9375,2026-09-14,34.6,21.1,0.0,5,11.6,23.8,3
30.875,-6.9375,2026-09-15,30.1,22.6,0.5,18,19.4,65.5,3
30.875,-6.9375,2026-09-16,33.1,18.9,0.0,0,24.0,39.2,0
30.875,-6.9375,2026-09-17,33.7,18.0,0.0,10,12.9,22.0,3
30.875,-6.9375,2026-09-18,33.8,19.1,0.0,29,11.4,26.6,3
30.875,-6.9375,2026-09-19,30.0,19.0,0.0,27,16.1,29.9,3
30.875,-6.9375,2026-09-20,32.7,19.7,0.0,13,18.1,31.0,3
34.9375,-2.75,2026-09-14,30.0,19.7,0.0,0,13.3,35.6,45
34.9375,-2.75,2026-09-15,29.4,18.8,0.0,0,10.8,25.6,45
34.9375,-2.75,2026-09-16,33.2,18.4,0.0,0,15.2,34.2,45
34.9375,-2.75,2026-09-17,27.6,19.4,0.0,9,12.8,32.8,45
34.9375,-2.75,2026-09-18,27.8,18.9,0.0,10,15.7,36.0,45
34.9375,-2.75,2026-09-19,28.7,19.8,0.0,5,19.7,34.6,3
34.9375,-2.75,2026-09-20,29.1,20.9,0.0,3,19.8,35.6,45
33.125,-5.8125,2026-09-14,34.7,21.4,0.2,20,16.9,38.2,3
33.125,-5.8125,2026-09-15,32.6,18.8,0.0,0,22.1,43.6,3
