time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,35.9,21.5,0.0,0,13.1,24.8,0
2026-09-15,29.8,19.5,0.0,0,25.3,48.6,0
2026-09-16,26.7,18.7,0.0,0,18.1,33.8,3
2026-09-17,26.1,18.6,0.0,0,14.4,27.4,45
2026-09-18,27.4,15.3,0.0,0,16.8,33.1,45
2026-09-19,30.6,18.5,0.0,3,14.8,28.1,2
2026-09-20,36.0,20.0,0.0,3,18.2,33.8,2
