time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,32.2,19.5,0.0,0,24.4,45.7,1
2026-09-15,33.3,18.8,0.0,0,23.0,42.1,3
2026-09-16,34.3,18.5,0.0,3,25.6,47.5,2
2026-09-17,31.2,20.0,0.0,10,26.5,48.6,3
2026-09-18,30.2,18.2,0.0,15,27.8,52.6,3
2026-09-19,32.0,19.7,0.0,10,27.0,45.7,3
2026-09-20,33.0,20.5,0.0,10,26.5,46.8,2
