time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,39.1,23.2,0.0,0,18.9,37.8,3
2026-09-15,35.3,20.8,0.0,0,18.9,37.8,2
2026-09-16,30.9,18.1,0.0,0,18.4,37.4,2
2026-09-17,27.9,16.2,0.0,3,14.1,28.8,45
2026-09-18,30.4,14.8,0.0,5,18.1,33.8,3
2026-09-19,35.3,18.1,0.0,3,13.3,27.7,3
2026-09-20,38.1,19.2,0.0,3,21.2,39.6,1
