time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,32.3,23.3,0.0,0,10.3,29.5,1
2026-09-15,28.0,21.7,0.0,0,11.9,33.1,45
2026-09-16,25.6,20.9,0.0,0,14.6,38.2,2
2026-09-17,25.6,19.7,0.0,3,12.5,34.2,3
2026-09-18,25.4,18.2,0.0,3,14.8,38.5,2
2026-09-19,28.6,19.8,0.0,2,13.1,34.9,45
2026-09-20,31.7,21.1,0.0,0,13.3,35.3,45
