time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,29.8,21.0,0.0,0,13.3,24.1,1
2026-09-15,26.6,21.5,0.0,0,16.6,29.9,45
2026-09-16,25.0,20.9,0.0,0,19.7,35.6,2
2026-09-17,25.1,19.5,0.0,0,15.2,27.0,3
2026-09-18,24.4,19.0,0.0,0,19.0,35.3,45
2026-09-19,27.0,20.5,0.0,2,18.4,34.9,3
2026-09-20,29.2,21.1,0.0,0,17.3,32.8,45
