time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,25.4,22.0,0.0,0,19.1,41.4,2
2026-09-15,25.9,20.8,0.0,0,11.3,27.0,2
2026-09-16,31.8,19.1,0.0,0,16.6,41.0,1
2026-09-17,25.3,19.4,0.0,3,16.1,36.7,3
2026-09-18,24.7,18.5,0.0,8,18.1,38.9,3
2026-09-19,27.4,21.7,0.0,3,27.8,56.5,3
2026-09-20,27.0,23.2,0.0,5,26.5,62.3,3
