time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,37.3,23.1,0.0,0,16.1,39.6,3
2026-09-15,34.2,21.3,0.0,0,16.1,40.7,3
2026-09-16,30.3,18.6,0.0,0,16.8,42.1,2
2026-09-17,26.3,17.4,0.0,3,12.8,33.8,3
2026-09-18,30.2,15.6,0.0,5,11.9,31.3,2
2026-09-19,34.9,19.0,0.6,5,7.8,28.1,80
2026-09-20,37.3,22.0,0.0,5,15.5,36.4,2
