time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,33.5,22.9,0.0,0,11.1,29.2,0
2026-09-15,27.6,21.6,0.0,0,13.7,34.9,45
2026-09-16,25.8,20.9,0.0,0,15.5,39.2,2
2026-09-17,26.0,18.9,0.0,0,12.0,32.0,3
2026-09-18,26.2,17.5,0.0,0,15.3,38.2,2
2026-09-19,27.4,17.6,0.0,3,12.3,30.6,45
2026-09-20,30.9,21.4,0.0,3,13.7,30.2,1
