time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,41.9,26.1,0.0,3,22.0,42.5,3
2026-09-15,41.1,26.4,0.0,3,27.4,56.9,3
2026-09-16,36.5,22.5,0.0,0,24.9,49.0,0
2026-09-17,30.4,18.7,0.0,3,25.3,52.2,45
2026-09-18,30.5,17.8,0.0,8,23.2,50.0,1
2026-09-19,38.4,17.7,0.0,3,18.9,36.7,45
2026-09-20,42.0,24.0,0.0,0,24.0,47.5,2
