time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,38.4,25.5,0.0,5,18.6,40.3,3
2026-09-15,36.5,24.2,0.0,0,21.0,45.0,3
2026-09-16,32.7,21.2,0.0,0,17.9,36.7,2
2026-09-17,29.8,18.7,0.0,5,10.7,24.8,2
2026-09-18,31.6,18.9,0.0,14,10.6,20.9,3
2026-09-19,35.7,22.6,0.6,13,14.3,28.4,3
2026-09-20,37.8,26.6,0.0,3,18.0,37.1,2
