time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,37.7,22.7,0.0,0,14.8,29.2,3
2026-09-15,35.0,23.1,0.0,0,16.6,31.7,3
2026-09-16,31.1,20.5,0.0,0,17.3,32.4,1
2026-09-17,27.3,18.2,0.0,3,13.3,27.0,45
2026-09-18,31.4,17.6,0.0,13,14.0,27.0,3
2026-09-19,36.7,20.3,0.0,5,9.7,25.2,3
2026-09-20,38.2,22.8,0.0,5,17.2,41.0,2
