time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
2026-09-14,37.5,22.1,0.0,5,27.2,52.9,2
2026-09-15,34.8,21.0,0.0,0,25.2,48.6,2
2026-09-16,31.6,17.3,0.0,0,21.6,41.4,0
2026-09-17,28.3,13.7,0.0,0,18.4,35.6,45
2026-09-18,29.9,14.3,0.0,13,17.4,35.6,2
2026-09-19,33.4,17.4,0.3,8,11.6,32.0,3
2026-09-20,35.8,19.1,0.0,8,22.3,43.9,1
